text,label
What businesses in Alaska were affected by the Exxon Valdez oil spill ?,5
Where is the Rose Bowl played ?,14
How many days does a typical mayfly live ?,13
Where did Gulliver find a race of tiny people ?,14
By how much will the California state gas tax rise by the year 2000 ?,25
Who portrayed portly criminologist Carl Hyatt on Checkmate ?,4
Who was Red Grange ?,12
What harmful chemicals are in bug spray ?,28
How many islands make up Antigua ?,13
How much did the first Barbie doll sell for in 1959 ?,25
How many web servers are there ?,13
Who were leaders of the Byzantine empire ?,4
How do you determine heating requirements for your home ?,0
How can I get rich quick ?,0
Who was the first President to appoint a woman to head a cabinet ?,4
"What is the per-capita income of Colombia , South America ?",25
Where is Sinn Fein 's headquarters ?,14
What are amaretto biscuits ?,7
"Where is the actress , Marion Davies , buried ?",14
What river is Windsor Castle on ?,14
How much will the California be in the year 2000 ?,13
"Why are sometimes your hands cold , but the rest of you isn 't ?",9
How much is a Canadian 1967 twenty dollar gold coin worth ?,25
What canal does the Thatcher Ferry Bridge span ?,14
What record company produced the 1978 movie The Wiz ?,5
What is a fear of robbers ?,23
What was Thatcher 's first name ?,4
What do pointed letters mean to a handwriting analyst ?,7
What was originally defined as one 1-millionth of the distance from the equator to the Pole ?,20
What is literary criticism ?,7
What is the size of the largest akita ?,32
What was William F. Cody 's better-known name ?,4
"Which came first , according to Genesis 1 : 2 : 22 - the chicken or the egg ?",2
What is Butterfield 8 in Butterfield 8 ?,7
What is the fear of frogs ?,23
The film `` Jaws '' was made in what year ?,8
What 's the longest river in the world ?,14
What did Jack exchange with the butcher for a handful of beans ?,14
"What was the non-fiction best-seller of 1952 , 1953 and 1954 ?",1
What can one see in Reims ?,14
"What is the per-capita income of Colombia , South America , ?",25
"Who created the Fantastic Four , Hulk , and Thor ?",4
What flower did Vincent Van Gogh paint ?,30
What Judith Rossner novel was made into a film starring Diane Keaton ?,1
"What college enlivens Hanover , New Hampshire ?",5
Who was Charles Lindbergh 's wife ?,4
"What bay sparkles next to Miami , Florida ?",14
What is hypnotherapy ?,7
What Homerian epic chronicles events toward the end of the Trojan Wars ?,1
What is capitalism according to Max Weber ?,7
What causes panic attacks ?,9
What does the method called `` cold fusion '' create ?,31
What are Bellworts ?,7
Who portrayed `` Rosanne Rosanna-Dana '' on the television show `` Saturday Night Live '' ?,4
What 's Japan 's largest car manufacturer ?,5
"What TV series saw many of its aquatic scenes shot at Silver Springs , Florida ?",1
How many mines can still be found in the Falklands after the war ended ?,13
What island has a park called The Battery at is southern tip ?,14
"Where are the apartments in Saint John , New Brunswick ?",14
What Kenyan city is the safari center for East Africa ?,21
How many corners does a spritsail have ?,13
Name a Sioux language .,37
What Texas city got its name from the Spanish for `` yellow '' ?,21
Why should cigarette smoking be banned ?,9
What was the food of the Greek gods called ?,17
What is the chance of conceiving quadruplets ?,38
How do you use an intranet ?,0
How can I call a friend in another country when I do not know the telephone number ?,0
What product features a frog that says `` dig 'em '' ?,26
What is a good book to read for people who hate to read ?,1
Who was Lauren Bacall 's first husband ?,4
What Hall of Fame pitcher started three World Series Games for the New York Yankees in 1962 ?,4
Who comprised the now-defunct comic book team known as the Champions ?,4
What mountain range marks the border of France and Spain ?,24
How many yards are in 1 mile ?,13
What is the term for the sum of all genetic material in a given organism ?,20
How do you stop junk snail mail ?,0
What is the size of the student body at the University of Massachusetts in Amherst ?,14
What is Dick Clark 's date of birth ?,8
A normal human pregnancy lasts how many months ?,13
Where is Burma ?,14
What general direction does the journey in Around the World in 80 Days proceed in ?,14
What is magnetar ?,7
What is the average age of a member of the team that worked on the Manhatten Project ?,27
"What will a kid eat the middle of , and save the chocolate on the outside for last ?",17
What ocean surrounds the Maldive Islands ?,14
What is so powerful about Power Bars ?,12
What is the protection rate of using condoms ?,14
Where did the marriage ceremony come from ?,12
What did Vasco da Gama discover ?,14
What is the full form of .com ?,3
In what year did Thatcher become prime minister ?,8
What multitalented Academy-award-winning director failed a college course in motion-picture production ?,4
What is a leper ?,7
What is Nebraska 's most valuable resource ?,14
Who is the Prophet of Medina ?,4
What Peter Blatty novel recounts the horrors of Regan MacNeil 's possession by the devil ?,1
Who 's the founder and editor of The National Review ?,4
What is the starting salary for beginning lawyers ?,25
"What country covers 8 , 600 , 387 square miles ?",18
What are some ways to help someone with Chicken Pox ?,31
Who shot Billy the Kid ?,4
What country contains Africa 's northernmost point ?,18
"When it 's time to relax , what one beer stands clear ?",17
How much does the President get paid ?,25
How many of every 10 members of the Rodeo Cowboys Association have never worked a ranch ?,13
Why do eyes sometimes look red in photographs ?,9
What are the statistics for drunken drivers in Maryland ?,14
"What is the name of the ` female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?",20
How big is our galaxy in diameter ?,32
What city is served by Tempelhol Airport ?,21
What do you call a Poker hand with five cards of the same suit ?,20
What is the largest county in size in Massachusetts ?,14
How much money was the minimum wage in 1991 ?,25
What fruit-topped actress was known as The Brazilian Bombshell ?,4
Who kept the most famous diary in the English language ?,4
What was the name of the computer in ` 2001 : A Space Odyssey ' ?,26
Where was chop suey invented ?,14
How does it make its colors ?,0
What Honeymooners actress did Television magazine name as 1953 's most promising star ?,4
Where are all European and American eels born ?,14
What is the difference between New York-style and Chicago-style pizza ?,12
What is the movie Jonathan Livingstone Seagull ?,1
"What Scandinavian country covers 173 , 732 square miles ?",18
What commodity 's shortage was the largest single factor in keeping North American cars off the roads during World War II ?,14
What company is being bought by Yahoo and how much is the deal worth ?,5
What sport was the first televised in the U.S. ?,29
What is `` the bear of beers '' ?,2
How many equal angles are there in an isosceles triangle ?,13
What is the address of the famous Mexican star `` Thalia '' ?,14
What does Visine get out ?,14
"Who created the World Wide Web , WWW ?",4
"What magazine gives us the cream , not the skim ?",1
How many quarters equal a pound ?,13
What French designer declared : `` The jean is the destructor ! It is a dictator ! It is destroying creativity. The jean must be stopped ! '' ?,4
How many disks does each player have in a four-handed game of Crokinole ?,13
What is a fear of jealousy ?,23
"Which hair care product told us `` hate that gray , wash it away '' ?",26
What color is the stripe along each side of a Coho salmon ?,19
What is the Immaculate Conception ?,7
In what year was actress Joan Collins born ?,8
Who patented the first phonograph ?,4
When does the Bible say the seasons started ?,8
What are some translations of the phrase `` Thank-you '' ?,20
How many people did Randy Craft kill ?,13
"What 's the name of the star of the cooking show , `` Galloping Gourmet '' ?",4
Who was Hitler 's minister of propaganda ?,4
Where did the sport of caber-tossing originate ?,14
How do windmills work ?,0
What phenomenon would you expect to read about in the monthly publication The Bigfoot News ?,10
Why is Thanksgiving on a Thursday ?,9
In what year did Joe DiMaggio compile his 56-game hitting streak ?,8
How many double-word-score spaces are there on a Scrabble Crossword Game board ?,13
"What is the claim to fame of Agra , India ?",9
Why do people in the upper peninsula of Michagin say `` eh ? '' ?,9
What was the Christian name of the title character in Our Miss Brooks ?,4
What chocolate bar created by Frank Mars and his wife is often called a Milky Way with peanuts ?,17
What 's the world 's longest suspension bridge ?,14
What do insects do through their spiracles ?,12
How many electoral college votes does Colorado have ?,13
How do you dunk ?,0
What film marked Robert Redford 's directorial debut ?,1
What is an urban legend ?,7
Who wrote `` The Scarlet Letter '' ?,4
How much was the minimum wage in 1991 ?,25
What was the date of CNN 's first broadcast ?,8
What is hypertext ?,7
How loud is thunder ?,14
What does a resurrectionist steal ?,14
"What Italian city of 155 were Leonardo da Vinci , Michaelangelo , and Machiavelli all working in ?",21
How do I find a web address for a company ?,0
What two commanders directed the forces in the Battle of El Alamein ?,4
How much could you rent a Volkswagen bug for in 1966 ?,25
Give a reason for American Indians oftentimes dropping out of school .,9
What author landed a 468-pound marlin without harness in the early 193 's ?,4
What does HIV stand for ?,3
How did Super President gain his powers on the animated series ?,0
Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?,9
What two countries fought the Hundred Years ' War ?,18
How far can you see ?,40
"What 's the better-known identity of John Merrick , the noble ogre of Victorian England ?",4
How do I write to my Congressman ?,0
What TV quiz show left the air in 1975 to the tune of Vera Lynn 's We 'll Meet Again ?,1
What year did the United States pass the Copyright law ?,8
How do I keep cats out of my flower garden for good ?,0
What is the origin of the expression `` tout de suite '' ?,12
Who portrayed The Cowardly Lion in The Wizard of Oz ?,4
Where are there aborigines ?,14
How many people live in Tokyo ?,13
What facial feature did Walt Disney sport that none of Disney 's employees is allowed to ?,12
What famous film and TV cowboy lent his name to a fast food chain ?,4
What is a turnkey contract ?,7
What is the name of the firm that makes Spumante ?,5
How many maids were milking ?,13
What costume designer decided that Michael Jackson should only wear one glove ?,4
What 's the abbreviation for trinitrotoluene ?,34
"What do the letters CE stand for on so many products , particularly electrical , purchased now ?",3
"How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it ?",25
Who was the first woman to run the mile in less than 4 36893 minutes ?,4
Who said `` Give me liberty or give me death '' ?,4
What are the top vegetable crops in the world ?,17
How many children under 18 are victims of some sort of Physical Abuse each year ?,13
Where is the Abominable Snowman said to wander ?,14
Why do recipe books recommend starting with cold water when you boil something ?,9
What five-time winner of the Kentucky Derby lost his first 25 races ?,2
What seven digits follow the area code in the number for long distance information ?,39
Which airplane was Fawaz Younis convicted of hijacking ?,44
"What group was formed in 1969 after police met resistance from patrons at the Stonewall , a Greenwich Village gay bar ?",5
What are the `` Star Wars '' satellites ?,7
What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?,1
What town was the setting for The Music Man ?,21
Who was the first black golfer to tee off in the Masters ?,4
Where is Tufts University ?,14
How many spears are there on Kenya 's flag ?,13
Who built the first successful stern wheel steamboat ?,4
"What did FCC chairman Newton Minow declare TV to be on May 9 , 1961 ?",12
What is RCD ?,3
In what city is the US Declaration of Independence located ?,21
What are the top 10 colleges in the United States in the field of engineering ?,5
What is the theory of equivalence states ?,7
What Leoncavallo opera features a prologue by a clown ?,1
Where is Santa Lucia ?,14
What time of day did Emperor Hirohito die ?,8
Name the university of which Woodrow Wilson was president .,5
What star-faring race brought about the Inhumans on Marvel 's Earth ?,29
Name the three races unleashed by the Celestials in Marvel comics .,5
How did Rocky Marciano die ?,0
Why do girls have to wear training bras ?,9
What was the name of Roy Rogers 's dog ?,2
What is the literal meaning of `` D-DAY '' ?,7
What was the education system in the 1960 's ?,14
What month of the year is there no television in Iceland ?,8
What country 's northernmost city is Darwin ?,18
Why does a candle need a wick ?,9
What is a storm surge ?,7
With whom did Bush compare Saddam Hussein ?,4
What is New England 's highest mountain ?,24
Who invented the game Scrabble ?,4
Who is the premier of China ?,4
Where do rocks come from ?,12
Who invented baseball ?,4
How long does it take the typical hen to lay 19 dozen eggs ?,27
What is the proof that houseplants metabolize carcinogens ?,12
Who was nicknamed The Little Corporal ?,4
"What do the names Neil , Mary , and Anthony mean ?",7
How far can a man travel in outer space ?,40
What is the text of the Fifth Amendment ?,12
What is the fastest computer ?,26
How do I contact answers.com ?,0
Who was the first animal into space ?,2
What is the origin of the word `` amen '' ?,12
What mammal of North America is the world 's longest-lived for its size ?,2
For what reason did the Shea & Gould law firm close their L.A. office ?,9
What is the price for AAA 's liability auto insurance ?,25
"What molecules include fluorine , sodium and magnesium ?",28
"What is the origin of the midwest slang , ` you 're darn tootin ' ?",12
What kind of patent did Ermal Fraze get in 1963 ?,14
What South American capital is the world 's highest ?,21
How has TV affected our society ?,0
What do the red-and-white stripes on a barbershop pole stand for ?,7
How long should a person wash their hands before they are clean ?,27
What year did Charles Dicken die ?,8
What are the four natural aids used in riding a horse ?,31
Who shot Lee Harvey Oswald ?,4
What kind of science is cosmology ?,14
Whom did the Chicago Bulls beat in the 1993 championship ?,5
Who seized power from Milton Obote in 1971 ?,4
Who made the musical plea Be True to Your School ?,4
How deep is a fathom ?,40
How long does a dog sleep ?,27
What is Win Rah ?,7
What 's the most commonly-spoken language in Belgium ?,37
What effect does friction have on perpetual motion ?,12
What do the names Andrew and Christina mean ?,7
What Pope inaugurated Vatican International Radio ?,4
What is the name of the Indian who became prime minister by beating Mrs. Gandhi in the 1977 election ?,4
What food did Marco Polo introduce into Italy from the court of Kubla Khan ?,17
What is Cabarnet Sauvignon ?,7
What Stephen King novel is set in a graveyard for pets ?,1
What hide-and-seek game is played around a tin can ?,29
How much salt is in the oceans ?,13
What is the origin of the rock band Led Zeppelin 's name ?,12
What holidays are celebrated in Ireland ?,10
"What U.S. vice-president once declared : `` If you 've seen one slum , you 've seen them all '' ?",4
"What 's the name of the actress who starred in the movie , `` Silence of the Lambs '' ?",4
Who killed JFK ?,4
What is form drag ?,7
Why do they call it a `` funny bone '' ?,9
How many warmup pitches does a reliever get coming into a baseball game ?,13
"What baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ?",4
Where is the Virtual Desk Reference ?,14
How far can a human eye see ?,40
What city 's theatrical district has been dubbed The Roaring Forties ?,21
What stereo manufacturer is `` Slightly ahead of its time '' ?,5
What 's the singular of dice ?,36
"Why does a wheel , e.g. a car tire , appear to spin in the opposite direction as it slows down ?",9
What country has problems with hooligans ?,18
When did Amtrak begin operations ?,8
What were the cities of Dickens 's A Tale of Two Cities ?,21
What common ailment can 't you catch at the North Pole ?,23
What is a portal ?,7
What 1927 silent film received an international revival in 1981 ?,1
What southwestern state is dubbed The Silver State ?,11
What longtime game show host dropped dead while jogging in Central Park in 1984 ?,4
What city was John F. Kennedy nominated for president in ?,21
What are the Greek numerals ?,7
Where did Ty Cobb grow up ?,14
How many questions are on this thing ?,13
What actor came to dinner in Guess Who 's Coming to Dinner ?,4
Who are the top ten richest people in the world ?,4
What hard-of hearing artist painted Sunflowers ?,4
"What was the name of the Crimean meeting of Roosevelt , Churchill , and Stalin ?",10
What state is Mount McKinley in ?,11
What is predicted to topple over between 2010 and 2020 ?,14
What U.S. state 's biggest lake is Lake Sam Rayburn ?,11
What president kissed the Queen Mother on the lips ?,4
What is an example of a natural acid-base indicator ?,14
What U.S. state has the most blondes ?,11
What is the most common cancer ?,23
Name of scholar on whose literal translations from the Chinese and Japanese Ezra Pound depended ?,4
How much can a person be fined for having a dog on a beach ?,25
What was Marilyn Monroe 's real name ?,4
How many home runs did Babe Ruth hit in his lifetime ?,13
"Where is Natchitoches , Louisiana ?",14
What is the nickname of the famous flyer who mistakenly flew to Ireland instead of to Los Angeles ?,4
"Whose special bear 's creator was born on January 18 , 1779 ?",4
What does a farrier put shoes on ?,14
What major league baseball team compiled the best won-lost record between 1957 and 1983 ?,5
What is an auto-commentary ?,7
What fast-food magnate 's initials graced the left sleeve of the San Diego Padres ' baseball uniforms in 1984 ?,5
"How many people on the ground were killed from the bombing of Pan Am Flight 103 over Lockerbie , Scotland , December 21 , CD .",13
How do I stop background noise in a car stereo ?,0
What 's another name for aspartame ?,20
In the past 8 years who have the MVP players for the NHL been ?,4
How did Asia get its name ?,0
What was Thatcher 's approval rating after 10 years in power ?,38
What is hydroelectricity ?,7
Who was the star of Leave It to Beaver ?,4
"What former royal palace has served as a granary , prison , arsenal , leper colony , mint , telegraph station and whorehouse before becoming an art museum ?",14
Which country did Hitler rule ?,18
What is federal income tax ?,7
How many four star generals were there and who are they ?,13
What is a hyperlink ?,7
What are fingernails made of ?,28
What is a fear of childbirth ?,23
How many watts make a kilowatt ?,13
Who was with Patricia Hearst the night she was kidnaped ?,4
Who found Hawaii ?,4
What is the C programming language ?,7
What 's the American dollar equivalent for 8 pounds in the U.K. ?,13
What Colorado city owns its own glacier ?,21
What is a fear of stings ?,23
What is `` dew point '' ?,7
"Where can I find a tape or book to help me say , write and understand Japanese ?",14
How can I get a comic character I made copyrighted and published ?,0
What does BTU mean ?,3
"Name the designer of the shoe that spawned millions of plastic imitations , known as ` jellies ' .",4
Why are the ears your center of balance ?,9
What is her profession ?,6
What is Pittsburgh 's baseball team called ?,5
What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka ?,1
What does the name Calder mean ?,7
Who declared : `` I think I 'll go out and milk the elk '' ?,4
How did Socrates die ?,0
When was the Congress of Vienna ?,8
What country did King Gustav V reign over from 197 to 195 ?,18
In what year was Gandhi assassinated ?,8
How many years did it take James Joyce to write Ulysses ?,13
What U.S. city was named for St. Francis of Assisi ?,21
Who 's won the most Oscars for costume design ?,4
How do they produce vitamins ?,0
What are the two languages of Malta ?,37
What are people doing to help prevent the extinction of birds ?,12
What comedian was born Allen Stewart Konigsberg ?,4
"What card game derived its name from biritch , or Russian Whist ?",29
What was the verdict in the trial of Lizzie Borden ?,12
What organic fuel do bog-dwellers use a `` slane '' to cut ?,28
Name the Ranger who was always after Yogi Bear .,4
What is the definition of a witch ?,7
What Dickens novel has David carrying the message `` Barkis is willin '' to Peggy ?,1
What was Michelangelo 's last name ?,4
How many colonies were involved in the American Revolution ?,13
What two states is Washington D.C. between ?,11
In what year did they build the Berlin Wall ?,8
How does one correctly pronounce ` qigong ' ?,0
What is the largest snake in the world ?,2
Where did makeup originate ?,14
How many people did Randy Steven Craft murder ?,13
What are the dimensions of an ice hockey goal ?,40
What college football team did Knute Rockne build into a power ?,5
What is a fear of strong light ?,23
What was `` America 's recessed-filter cigarette '' ?,26
What are the requirements for becoming a citizen of Australia ?,12
Where is Rider College located ?,14
In what year did the US Marine Corps adopt the motto `` Semper Fidelis '' ?,8
Who replaced Bert Parks as the host of The Miss America Pageant ?,4
What film was based on the play Everybody Comes to Rick 's ?,1
How do I tie a tie ?,0
How many hearts does an octopus have ?,13
"What was Nine Tailors , the television show from 1974 , about ?",12
How do you solve `` Rubik 's Cube '' ?,0
"What celestial body has a diameter of 864 , 000 miles ?",14
What happened to Pompeii ?,12
What film or films has Jude Law appeared in ?,1
What Chilean president was killed in a 1973 coup d 'etat ?,4
What relative of Leo Tolstoy translated War and Peace eight times ?,4
"What city boasts Penn 's Landing , on the banks of the Delaware river ?",21
Where did the saying `` rule of thumb '' come from ?,12
What was Fred Astaire 's dancing partner 's name ?,4
"What are Cobol , Fortran , and Pascal ?",7
What are the components of polyester ?,14
What is the real name of disc jockey `` Wolfman Jack '' ?,4
What is the Homelite Inc. home page ?,14
What presidential administration challenged Americans to explore The New Frontier ?,5
Where can I find a review of Nightmare on Elm Street in a film journal ?,14
How does Zatanna perform her magic in DC comics ?,0
What was Einstein 's IQ ?,14
What is `` Chicago Hope '' ?,7
What drink contains as many types of rum as possible ?,17
What 's the U.S. Navy hymn ?,1
Who founded the modern theory of probability ?,4
What city or state do the most gay men live in ?,21
What film did Lee Marvin win the 1965 best actor Oscar for ?,1
How much caffeine is in a 16 oz cup of coffee ?,13
"Who wrote the sci-fi trilogy Foundation , Foundation and Empire , and Second Foundation ?",4
Who is Imam Hussain Ben Ali whom Shia people believe in ?,12
How do you address a Chinese person ?,0
What are some science fair projects for 8th graders ?,10
"What Michelangelo sculpture is in Saint Peter 's Cathedral , Basilica , ?",1
What Sinatra hit did he dooby dooby do in ?,1
What robust U.S. President imported his own instructor after seeing a judo match ?,4
What is titanium ?,7
What is the definition of `` chancery '' file in real estate ?,7
Where did the Battle of the Bulge take place ?,14
How big is the universe actually ?,32
How many shots can a stock M16 hold ?,13
What TV family sometimes buys eclairs from Nelson 's Bakery ?,4
What are the Nordic nations ?,18
How do I increase my biceps ' size ?,0
How many sides does an obelisk have ?,13
Who was the first man to return to space ?,4
Which college did Dikembe Mutombo play basketball for ?,5
Who made the largest cocaine seizure in Ventura County history ?,5
What is platinum ?,7
When did the `` Star-Spangled Banner '' become the national anthem ?,8
What century does Captain Video live in ?,8
"What card game has variations called Canfield , Klondike and Spider ?",29
The Jewish alphabet is known as what ?,20
The Kentucky Horse Park is located near what city ?,21
Who was International Olympic Committee chairman at the 1936 Summer Games ?,4
How often are quadruplets born ?,14
Name the four stories contained in Edith Wharton 's `` Old New York . '',1
What generation am I in ?,14
What piano company claims its product is the `` Instrument of the immortals '' ?,5
What are the names of Jack 's original roommates on Three 's Company ?,4
Why does it say on children 's cough syrup not to drive while using this medication ?,9
What 's the highest hand in straight poker ?,14
What was the date of Iraq 's invasion of Kuwait ?,8
What two European countries are joined by the Gran San Bernardo Pass ?,18
Who invented the pull-tab opener on cans ?,4
How do you select wine ?,0
How many milligrams are in a gram ?,13
What is a mathematical factor ?,7
What female faith healer wrote the inspirational book I Believe in Miracles ?,4
"What 's played at Wembley Stadium , London , every May ?",29
Why are electric cars less efficient in the northeast than in California ?,9
What was the former residence of Scottish kings in Edinburgh ?,14
How many American soldiers are stationed in South Korea ?,13
Who made a boat out of gopher wood ?,4
What does the name `` Justin '' mean ?,7
"In My Antonia , how is Mr. Shimerda out of place on the farm ?",0
How far out is the universe ?,40
What future President became Senate majority whip under Harry Truman ?,4
Who was the first black performer to have his own network TV show ?,4
How many U.S. presidents were assassinated during Queen Victoria 's reign ?,13
How fast does the fastest car go ?,35
Name Li 'l Abner 's favorite Indian drink .,17
What is the U.S. location of Procter & Gamble corporate offices ?,14
What is the highest number of home runs on record for any one game ?,13
Who is the `` Queen Mother '' ?,12
What barroom judge called himself The Law West of the Pecos ?,4
Who served as inspiration for the schoolteacher portrayed by Robin Williams in `` Dead Poets Society '' ?,4
How can you define time ?,7
Who was the lawyer for Randy Steven Craft ?,4
What type of exercise burns the most calories ?,29
What happened to Answers.com ?,12
Who was Jane Goodall ?,12
Where did Dikembe Mutombo go to college ?,14
How does a parachute work ?,0
Who was Darius ?,12
What high school does Archie attend ?,5
Who banned Peter Rose from baseball for betting on games ?,4
"What drink is formed of tequila , orange juice and galliano ?",17
What was The Living Room War ?,7
Which sex is twice as likely to contract leprosy ?,14
"Who was shot in the back during a Poker game in Deadwood , the Dakota territory ?",4
What does NASA stand for ?,3
"What do you call a date that contains sequencing numbers , like 9-8-98 ?",20
What George Harrison tune sounded too much like He 's So Fine by The Chiffons ?,1
How do you tell your parents you are dating an older man ?,0
What was Eduard Shevardnadze 's job in the Soviet Union ?,6
What are you caught in if a haboob blows up ?,14
What are close encounters of the first and second kind ?,14
What Erica Jong novel deals with Isadora Wing 's fear ?,1
What country has the highest per capita consumption of cheese ?,18
What breed of dog was the `` Little Rascals '' dog ?,2
How do they get Teflon to stick to the pan ?,0
What country is proud to claim Volcano National Park ?,18
How close a cousin was Franklin D. to Theodore Roosevelt ?,0
What country other than Germany invaded Poland in September 1939 ?,18
What movie did Steven Spielberg direct in 1975 ?,1
What did Martin Luther post on the church door at Wittenberg ?,14
How many head injuries are there in recreational ice skating each year ?,13
What is the weather like on the moon ?,12
What state is Niagara Falls located in ?,11
What island group is Guadalcanal a part of ?,14
What causes canker sores in the mouth ?,9
What does a chiropodist treat ?,23
What are the most albums sold by one artist or band ?,1
Name the scar-faced bounty hunter of The Old West .,4
Which breakfast cereal brought you `` the best each morning '' ?,17
Where can I learn about Samuel Gompers ?,14
Name the Marvel team loosely based on DC 's Justice League of America ?,5
What kind of species is the monster in the film `` Jaws '' ?,2
When was the Parthenon built ?,8
What do players try to do when the music stops in a game of musical chairs ?,12
What state on the Gulf of Mexico has its lowest point five feet below sea level ?,11
"Which is the largest clock , diameter wise , in Europe ?",14
What will the California gas tax be in the year 2000 ?,25
Where does the opera singer Ileana Cotrubas come from ?,14
Why are lions called `` King of the Jungle '' ?,9
Where 's the Petrified Forest ?,14
Where did the Maya people live ?,14
Who is stationed at Camp Swampy in the comic strips ?,4
What is the history of Buffalo chicken wings ?,12
How can I get in touch with Michael Moore of `` Roger & Me '' ?,0
Who was Garrett Morgan married to ?,4
What are the top 5 fiction books of all time ?,1
What was the name of Baretta 's cockatoo ?,2
Who is Colin Powell ?,12
What is the oldest ethnological museum in the world ?,14
Who was the first host of Person to Person ?,4
What volcano showers ash on Sicily ?,14
What are the only players eligible to score points in Roller Derby called ?,6
When was CNN 's first broadcast ?,8
How many boys play the game in Winslow Homer 's 1872 painting Snap the Whip ?,13
What is Margaret Thatcher known for ?,9
What is the dot on an the letter i called ?,20
How many dots make up the symbol for `` because '' ?,13
What was the name of Humphrey Bogart 's club in Casablanca ?,5
Who was the king who was forced to agree to the Magna Carta ?,4
What film featured Shirley MacLaine as a prostitute and Jack Lemmon as a pimp ?,1
How many times in his 16-year National Basketball Associaton career was John Havlicek a member of the all-star team ?,13
Who moderated the first Kennedy-Nixon TV debate ?,4
What is a ` borrow pit ' ?,7
What is Rona Barrett 's married name ?,4
How large is the Arctic refuge to preserve unique wildlife and wilderness value on Alaska 's north coast ?,32
How was the ACLU formed ?,0
What makes salt ?,9
What are the first and last letters of the Greek alphabet ?,15
What is a plant supplement ?,7
How many years ago did Led Zeppelin release its last album ?,13
How many athletes did Puerto Rico enter in the 1984 Winter Olympics ?,13
In what year was the Wall built ?,8
What did San Francisco 's Milt Harper grow that measured 24 inches from tip to tip in 1974 ?,14
How many sperm cells are in an average ejaculation ?,13
When is President Nixon 's birthday ?,8
What was the number of assassinations and attempts to assassinate in the U.S. since 1865 ?,13
What are new computer games for Windows 95 or 98 ?,29
"What children 's tale contains the line : `` Come , Cinderslut , and hold this skein of wool for me '' ?",1
What does U.S.S.R. stand for ?,3
What is the `` fourth dimension '' ?,7
What are pushed and coupled in hump yards ?,14
What is the name of the Islamic counterpart to the Red Cross ?,20
What President was assassinated by Charles J. Guiteau ?,4
Which country is the largest country in Latin America ?,18
What 's the world 's largest cathedral ?,14
"Which mosquito 's bite draws blood , DT NN CC DT NN .",2
What is the difference between a generator and an alternator ?,12
"What garment was named for Bradley , Voorhees and Day ?",26
What 's the only East european country not tied to the ruble ?,18
Define cosmology .,7
How tall was the animated Frankenstein,40
CNN 's first broadcast occurred on what date ?,8
How do I know if I 'm jealous of someone ?,0
What is the West Virginia state animal ?,2
What famed London criminal court was once a feudal castle ?,14
"What 12-hour cold medicine uses the formula `` 6 , 6 , 12 '' in its ads ?",23
What is the name of a Salt Lake City newspaper ?,1
Where did the term fireplug come from ?,12
What war was fought by the Spanish as far as the Philippines ?,10
Who painted `` Soft Self-Portrait with Grilled Bacon '' ?,4
Who wrote The Godfather ?,4
What trophy is awarded to the winners of the Super Bowl ?,14
What group starred in the movie Rock Around the Clock ?,5
What 's the favorite food of dragonflies ?,17
"What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?",14
What is a bone marrow transplant ?,7
Why shouldn 't you remove a bee stinger with tweezers ?,9
How many engines does a Boeing 737 have ?,13
What is a cullion ?,7
What cheery fellow got the ZIP code 9971 from the U.S. Postal Service in 1963 ?,4
"What European country boasts the city of Furth , found where the rivers Rednitz and Pegnitz converge ?",18
How do I do this ?,0
How many miles of corridors are in The Pentagon ?,13
What document did President Andrew Johnson want a copy of placed under his head upon his burial ?,1
What is the distinction of Erle Stanley Gardner 's The Case of the Terrified Typist ?,12
What color are the castellated walls of the Kremlin ?,19
How many cards are dealt to each player in Gin Rummy ?,13
What does `` Semper Fidelis '' mean ?,7
Where was the first restaurant ?,14
What is the world record for the longest hair ?,40
Who shot and killed himself while painting Wheatfield with Crows ?,4
When was Microsoft established ?,8
What French leader sold Louisiana to the United States ?,4
How did P.T. Barnum bill the diminutive Charles S. Stratton ?,0
What are the five most expensive cities in the world ?,21
"What part of Britain comprises the Highlands , Central Lowlands , and Southern Uplands ?",14
Name the country which Honecker lived in .,18
What baseball team owner and sailor is known as The Mouth of the South ?,4
What are geckos ?,7
What is the fare cost for the round trip between New York and London on Concorde ?,25
What river does the Grand Coulee Dam dam ?,14
"What `` melts in your mouth , not in your hands '' .",17
What is the collective noun for geese ?,36
"Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 ?",4
What is Toulmin logic ?,7
What is the most heavily caffeinated soft drink ?,17
How much did Lucy Van Pelt originally charge for psychiatric sessions ?,25
How many holes are there in a tenpin bowling ball ?,13
What season is the setting for Shakespeare 's Midsummer Night 's Dream ?,8
How many hours of work does it take a typist to complete a 100-page screenplay ?,13
What is idealab ! ?,7
Why is it called `` hamburger '' if there is no ham in it ?,9
What happened in dogtown in 1899 to make that year remembered ?,12
Who was President of Afghanistan in 1994 ?,4
