label,content
8, Hoseynabad-e Olya (Persian: Ø­Ø³ÙÙ Ø§Ø¨Ø§Ø¯Ø¹ÙÙØ§â also Romanized as á¸¨oseynÄbÄd-e âOlyÄ; also known as PÄ«sh RÅ«dkhÄneh) is a village in Meymand Rural District in the Central District of Shahr-e Babak County Kerman Province Iran. At the 2006 census its existence was noted but its population was not reported.
4, Manpreet Singh Badal (born 26 July 1962) is an Indian politician and leader of the People's Party of Punjab. He has been member of Punjab Legislative Assembly from 1995 to 2012 and served as finance minister in Parkash Singh Badal government from 2007-2010.
12, The Wild is a 2006 American computer animated family adventure comedy film directed by Steve Spaz Williams produced by Clint Goldman and assistant produced by Jim Burton. It was a C.O.R.E. Feature Animation production distributed by Walt Disney Pictures on April 14 2006 in the United States.
12, Never the Twain Shall Meet is a 1931 talking film produced and distributed by Metro-Goldwyn-Mayer. It is based on the book by Peter B. Kyne. The film was directed by W. S. Van Dyke and was filmed in Tahiti like Van Dyke's two previous south sea adventures The Pagan and White Shadows in the South Seas. The film is a remake of a 1925 silent film of the same name.
13, The Lost Fleet: Dauntless is the first book in Jack Campbell's The Lost Fleet series that was published in 2006. Dauntless sets the stage for the six novel saga about a fleet of over 200 ships trapped deep behind enemy lines and cut off from traveling to their home territory.
7, The Valea RoÈii River is a tributary of the StrÃ¢mbu-BÄiuÅ£ River in Romania.
5, USRC Massachusetts was one of the first ten cutters operated by the United States' Revenue Cutter Service (later to become the US Coast Guard). She was built in Newburyport and served out of Boston. Massachusetts by tradition is held to be the first revenue cutter to enter active service. She was also the first to be decommissioned having a very short service life of only about 15 months before being sold.
7, The Rebricea River is a tributary of the BÃ¢rlad River in Romania.
2, Roland Armontel (7 December 1904 â 9 March 1983)Born Auguste Louis Magnin in Vimoutiers Orne France he died in Paris.
5, AURA is an autonomous unmanned combat air vehicle (UCAV) being developed by the DRDO for the Indian Air Force. The design work on the UCAV is to be carried out by Aeronautical Development Agency (ADA). Details of the project are classified.
2, Walt Zeboski ( â November 12 2012) was an American photographer and photojournalist for the Associated Press for more than thirty years. Zeboski extensively photographed Ronald Reagan during his 1980 presidential campaign snapping some of the most iconic pictures of the Reagan's campaign.
8, Ludwinowo [ludviËnÉvÉ] (German: Ludwigsfeld) is a village in the administrative district of Gmina WÅocÅawek within WÅocÅawek County Kuyavian-Pomeranian Voivodeship in north-central Poland.
7, Tide Cove or Sha Tin Hoi (Chinese: æ²ç°æµ·) is a cove at the mouth of Shing Mun River. The cove is open to Tolo Harbour (Tai Po Hoi). The cove was largely reclaimed for the development of Sha Tin New Town.
12, They Meet Again is a 1941 American film directed by Erle C. Kenton one of the six films in the Dr. Christian series.
5, Tubize 2069 is a preserved Belgian industrial steam locomotive built by Ateliers de Tubize. The wheel notation is 0-6-0T. The locomotive has been named HELENA.At least 15 locomotives of this type were built. Three were built for the National Local Railways Company (Dutch: Nationale Maatschappij van de Buurtspoorwegen). At least three (but no more than six) were built for MÃ©tallurgie Hoboken Overpelt factory.
4, Julianna Michelle Childs (born March 24 1966) known professionally as J. Michelle Childs is an American lawyer and judge in South Carolina who is a United States district judge on the United States District Court for the District of South Carolina.
8, Jarchi Kandi Kuh (Persian: Ø¬Ø§Ø±ÚÙ ÙÙØ¯Ù ÙÙÙâ also Romanized as JÄrchÄ« KandÄ« KÅ«h) is a village in Charuymaq-e Markazi Rural District in the Central District of Charuymaq County East Azerbaijan Province Iran. At the 2006 census its population was 92 in 19 families.
13, Abismoj (Abysses) is a 1923 novel written by Jean Forge the first he wrote originally in Esperanto. It describes and profoundly analyzes conflicts in the soul. Already there appear the greatest strengths of Forge's work the original form the figures themselves speak about themselves and about their problems; the form and the inventive narration style give this work important significance in Esperanto literature.
9, Agapanthia irrorata is a species of beetle in the Lamiinae subfamily that can be found in North Africa Southern Europe (including Portugal and Spain). The species is of black colour with yellow dots. It reaches a length of 13â23 millimetres (0.51â0.91 in). Their flight is from April to June. They are polyphagous and feed on various herbaceous plants including Carduus Daucus Ferula Onopordum and Salvia species.
10, Orthoceras is a genus of orchid from Australia.
5, The Civil Aviation Department Revathi was a light utility aircraft designed in India principally for use by that country's flying clubs.
13, Pharmaceutical Biology is a monthly peer-reviewed medical journal that publishes research on natural product research related to pharmaceutical biology. The editor-in-chief is John M. Pezzuto (University of Hawaii at Hilo).
10, Ulmus minor Mill. the Field Elm is by far the most polymorphic of the European species although its taxonomy remains a matter of contention. Its natural range is predominantly south European extending to Asia Minor; its northern outposts are the Baltic islands of Ãland and Gotland although it may have been introduced here by man.
4, Gayle B. Harrell (born 1943 Nashville Tennessee) is an American politician. She currently serves as a Republican member of the Florida House of Representatives representing the 83rd district.Harrell has served the district on two occasions first from 2000â2008 and (after sitting out one term pursuant to Florida's constitutionally mandated term limitations) again starting in 2010.
3, Nora Coton-PÃ©lagie (born 22 April 1988 in Les Lilas Seine-Saint-Denis) is a French football player who currently plays for French club Paris Saint-Germain of the Division 1 FÃ©minine. She plays as an attacking midfielder and is a former women's youth international having played at all levels.
6, Capitol View/Stifft's Station is a neighborhood in the city of Little Rock Arkansas USA located in the west central portion of the city encompassing approximately 1500 homes. Roughly its boundaries include the area south of West Markham north of Interstate 630 east of Pine and west of Summit as well as south of Riverview between Park and Summit.
3, Hana HorÃ¡kovÃ¡ (nÃ©e MachovÃ¡) (Czech pronunciation: [ËÉ¦ana ËÉ¦oraËkovaË ËmaxovaË]; born September 11 1979 in BruntÃ¡l) is a female basketball player from the Czech Republic who plays for BK Brno. She was a member of the national team that won the European title in 2005 by defeating Russia in the final.
2, Mark Schlichting was the Creative Director for Living Books for Broderbund Software in Novato California where he conceived the Living Books line of interactive animated CD-ROM products. Mr. Schlichting was the Design and Art Director for CD-ROM titles such as Just Grandma and Me with Mercer Mayer Arthur's Teacher Trouble with Marc Brown and The New Kid on the Block with Jack Prelutsky. He is the writer of Harry D.
1, Leading University (Bengali: à¦²à¦¿à¦¡à¦¿à¦ à¦¬à¦¿à¦¶à§à¦¬à¦¬à¦¿à¦¦à§à¦¯à¦¾à¦²à¦¯à¦¼) or LU is a private university of Bangladesh. It was established in 2001 by the Private University Act 1992. The outreach campus of LU is located in Siddeshwari Dhaka.
13, The Budapest Business Journal or BBJ is an English-language biweekly magazine published in Hungary. It is the largest oldest and a leading publication in its category in the country.
8, Warla is a village in Achham District in the Seti Zone of western Nepal. At the time of the 1991 Nepal census the village had a population of 2469 living in 449 houses. At the time of the 2001 Nepal census the population was 3140 of which 32% was literate.
7, Gelpe is a river of North Rhine-Westphalia Germany.
12, Captain Pantoja and the Special Services (Spanish: PantaleÃ³n y las visitadoras) is a 2000 Spanish-Peruvian film co-production directed by Francisco J. Lombardi. It is based on the eponymous comic novel by acclaimed Peruvian writer Mario Vargas Llosa. The film was chosen as Peru's official Best Foreign Language Film submission at the 72nd Academy Awards but did not manage to receive a nomination.
10, Pellionia is a genus of flowering plants in the family Urticaceae.
10, Atriplex polycarpa (Allscale Cattle spinach Allscale saltbush Cattle saltbush) is a plant in the Chenopodiaceae family. It is native to the Southwestern United States California and northern Mexico.
12, The Conjugal Bed (Italian: L'ape regina) is a 1963 Italian comedy film directed by Marco Ferreri. It was entered into the 1963 Cannes Film Festival where Marina Vlady won the award for Best Actress.
3, Shaun Press (born 9 October 1966 Papua New Guinea) is a chess FIDE Master (FM) and FIDE International Arbiter (IA).
1, Cathedral High School is a Catholic co-educational college-preparatory High School in Springfield Massachusetts. Opened in 1883 by the Sisters of Saint Joseph at the diocese's Saint Michael's Cathedral its current facility has been at 260 Surrey Road since 1959 in one of the city's residential neighborhoods. It is one of four Catholic High Schools within the Springfield Roman Catholic Diocese.
0, Door Number 3 is a full-service advertising agency located in Austin Texas United States.The agency was founded in 1994 by M.P. Mueller agency President. Mueller is also known for her New York Times blog Branded in their You're the Boss: The Art of Running a Small Business series.
1, An Giang University (AGU) (Vietnamese: Äáº¡i há»c An Giang) was created as the second university in the Mekong Delta in 1999.[2] Before gaining approval from the Ministry of Education and Training it was a teacher training college. The former Rector of AGU was Dr. Vo Tong Xuan and Mr Le Minh Tung.
7, The Èesu River is a tributary of the PÃ¢rÃ¢ul de CÃ¢mpie in Romania.
10, Melica serrana is a species of grass in the Poaceae family that is endemic to Cerro de las Ãnimas Uruguay and southern South America.
6, Royal Castle is a fast food restaurant in Trinidad and Tobago. It was founded in 1968 with 12 employees on Frederick Street in Port of Spain. It grew to 19 locations with 300 employees. Franchises began in 1987. Its preparation uses all local produce and meats. It offers fried chicken rotisserie chicken fish and regular upsize and large fries with veggie burgers. Its branches include Frederick Street Diego Martin Long Circular Mall Arima San Fernando St Helena and Rio Claro.
3, Natalya Yevdokimova (Russian: ÐÐ°ÑÐ°Ð»ÑÑ ÐÐ²Ð´Ð¾ÐºÐ¸Ð¼Ð¾Ð²Ð° born 17 March 1978) is a Russian middle distance runner who specializes in the 1500 metres. Having run her first sub-four-minute 1500 m she was selected for the 2004 Olympic Games where she finished fourth in the women's 1500 metres.She was eighth at the 2004 IAAF World Athletics Final but improved to win a bronze medal at the competition the following year.
4, Donald Arthur Scott (born August 5 1948) was a politician in Manitoba Canada. He was a New Democratic Party of Manitoba (NDP) member of the Manitoba legislature from 1981 to 1988.The son of Donald Alexander Scott and Mary Enid he was raised in Liverpool Nova Scotia and attended a number of higher-learning institutions including St. Francis Xavier University in Antigonish Nova Scotia Carleton University in Ottawa Ontario the University of Winnipeg and the University of Manitoba.
7, Langeskavlstind is a mountain of Oppland in southern Norway.
0, Bayerngas Norge is an independent international oil and gas company based in Norway.
4, Louis Lou Wangberg (born March 27 1941) of Bemidji Minnesota is an educator and was the 41st Lieutenant Governor of Minnesota. He was elected on the Independent-Republican ticket with Governor Al Quie and served from January 1 1979 to January 3 1983. While serving as Lieutenant Governor he was also chief-of-staff for Governor Quie for a part of the term until he sought the governor's office on his own.
2, Patrick Wybrant (born 1816 Rothdrum County Wicklow Ireland) was an Irish born artist who painted in the UK from 1849 to 1852 spent approximately three years in the United States and returned to work in East and North Yorkshire UK around 1855 and may have continued to work until his death in Knaresborough North Yorkshire in 1894.Several US Art dealers and commentators have incorrectly identified him as having been a Native American.
13, KatÃ«rmbÃ«dhjetÃ« vjeÃ§ dhÃ«ndÃ«r (English: A Bridegroom at Fourteen) is an Albanian play by Andon Zako Ãajupi. The four-act comedy was written in 1902 and published posthumously after Ãajupi's death in 1930. The work which was considered a critique on the custom of arranged marriage was adapted to film in 1987. The film version is titled PÃ«rralle Nga e Kaluara and was directed by Albanian director DhimitÃ«r Anagnosti.
1, Ravenscroft School (founded 1931 at Yelverton Devon and until 1978 known as Ravenscroft Preparatory School) was an independent day and boarding school initially for boys only but from 1964 co-educational. From 1945 onwards its premises were in Somerset England. It closed in 1996 and many staff and pupils transferred to the new Farleigh College.
3, Tyler Austin Biggs (born April 30 1993) is an American ice hockey player currently with the Toronto Marlies of the American Hockey League (AHL). Previously he played for the Miami RedHawks of the Central Collegiate Hockey Association (CCHA). He was selected in the first round 22nd overall in the 2011 NHL Entry Draft by the Toronto Maple Leafs.
3, Jamar Wall (born January 10 1988) is a gridiron football safety who is currently a member of the Calgary Stampeders of the Canadian Football League. He was drafted by the Dallas Cowboys in the sixth round of the 2010 NFL Draft. He played college football at Texas Tech. Wall has also played for the Houston Texans and Philadelphia Eagles and the Georgia Force of the Arena Football League.
2, Clara Mannes (born Clara Damrosch; 1869â1948) was a German-born American musician and music educator. With her husband David Mannes she founded the Mannes College The New School for Music in 1916 (then simply the David Mannes Music School).Mannes was born in Breslau. Her mother Helene von Heimburg was a former opera singer and her father was conductor Leopold Damrosch. Her siblings were conductors Frank Damrosch and Walter Damrosch.
7, Monte Vermenone is a mountain of Marche Italy.
2, Esteban SÃ¡nchez Herrero (April 26 1934 â February 3 1997) was a Spanish pianist. Born in the town of Orellana la Vieja in Badajoz in the province of Extremadura SÃ¡nchez studied with his grandfather Joaquin SÃ¡nchez Ruiz choirmaster in the cathedral. He went to the Real Conservatorio (Royal Conservatory) in Madrid and studied piano with Julia Parody. He perfected his technique under Carlo Zecchi in Rome and Alfred Cortot in Paris.
13, Marvel Two-In-One was an American comic book series published by Marvel Comics that featured the Fantastic Four member the Thing in a different team-up each issue with a different character.
7, The Okavango River is a river in southwest Africa. It is the fourth-longest river system in southern Africa running southeastward for 1600 km (990 mi). It begins in Angola where it is known as the Cubango River.
0, umi Hotels is a budget hotel chain that is based in Leinster Square in Bayswater London. They have hotels in London Brighton and Moscow.
11, PLATINUM BOX VI is a DVD-Box released by Japanese singer Gackt on December 7 2005 .
5, The Antonov An-28 (NATO reporting name Cash) is a 2-engined light prop transport aircraft developed from the Antonov An-14M. It was the winner of a competition against the Beriev Be-30 for use by Aeroflot as a short-range airliner. It first flew in 1969.A total of 191 were built and 68 remain in airline service at August 2006.After a short pre-production series built by Antonov it was licence-built in Poland by PZL-Mielec.
1, Shahid Beheshti Teachers Training College is a college in Mashhad dedicated to training teachers for Iran education system. It has been named after Ayatollah Mohammad Beheshti an Iranian clergyman who was very influential in Iran Revolution.
4, Coleman Alexander Young (May 24 1918 â November 29 1997) served as mayor of Detroit Michigan from 1974 to 1994. Young became the first African-American mayor of Detroit in the same week that Maynard Jackson became the first African-American mayor of Atlanta.Although Young had emerged from the far left element in Detroit he moved to the right after his election as mayor. He called an ideological truce and gained widespread support from the city's business leaders.
10, Tristania decorticata is a species of plant in the Myrtaceae family. It is endemic to the Philippines. It is threatened by habitat loss.
0, LaSalle Records is an American record label and a division of Atlantic Records.
6, The Bridget Shea Three-Decker is a historic triple decker house at 21 Jefferson Street in Worcester Massachusetts. Built c. 1888 the house was described as a well-preserved Queen Anne structure when it was listed on the National Register of Historic Places in 1990. Many of its period details including corner braces and cut shingle sheathing have been lost or obscured by subsequent siding work (see photo).
5, The Breguet 280T is a French biplane airliner of the late 1920s created by the manufacturer as a means of finding a civil market for their 19 warplane as they had tried once before with the 26T.
1, Templeton Unified School District is based in Templeton California USA. Templeton Elementary School Vineyard Elementary School Templeton Middle School Templeton High School Templeton Independent Study High School Eagle Canyon High School and Templeton Home School are all included in the Templeton Unified School District. The high school has a student body of roughly 800.
5, The Motor Vessel Tecam Sea is a bulk carrier built in 1984. The ship was built in Hitachi Innoshima Japan and purchased by Sea Quality a shipping company based in Athens Greece. The ship was involved in a collision with the M/V Federal Fuji in the port of Sorel Quebec on 27 April 2000.
5, The Triumph Scrambler is a British motorcycle made by Triumph Motorcycles. Launched in 2006 it was the last Triumph styled by designer John Mockett who had begun working with the small factory team at Triumph in 1989 rationalising existing models based on a very successful modular design plan including the concept and styling of the unfaired Trident triples for their 1990 IFMA launch. Mockett subsequently served as principal stylist for most of the bikes introduced up to 2006.
1, Instituts d'Ã©tudes politiques (English: Institutes of Political Studies) or IEPs are nine publicly owned institutions of higher learning in France. They are located in Aix-en-Provence Bordeaux Grenoble Lille Lyon Paris Rennes Strasbourg and Toulouse and their vocation is the study and research of contemporary political science.
12, Na Ghar Ke Na Ghaat Ke is a 2010 Hindi comedy film directed by and starring Rahul Aggarwal as a Uttar Pradesh migrant to Mumbai. The film was released on 12 March 2010.
9, Erebia cyclopius is a species of butterfly of the Satyrinae subfamily in the Nymphalidae family. It is found from the Ural to Siberia northern Mongolia northern China and North Korea. The habitat consists of forest edges flowery meadows and sparse larch forests.The wingspan is 46-62 mm. Adults are on wing from June to July.The species overwinters in the larval stage.
4, Yao Mugen (born November 1957) is a former politician of People's Republic of China.
8, Gaflei is a hamlet in Liechtenstein located in the municipality of Triesenberg.
2, Aaron Burckhard (born November 14 1963) is an American musician who was the first drummer recruited for Kurt Cobain and Krist Novoselic's rock group that soon came to be known as Nirvana. Burckhard played drums for the band until December 1987. Burckhard was no longer a part of Nirvana by the time band recorded their first demo at Reciprocal Recordings in Seattle on January 23 1988 (Dale Crover of The Melvins served as his replacement).
13, Pharmacognosy Communications is a peer-reviewed open-access Pharmacy journal published by EManuscript Services on behalf of the Pharmacognosy Network Worldwide. It is a quarterly publication edited by eminent pharmacognosist Dr. IE Cock Griffith University Australia. It publishes articles on the subjects of pharmacognosy natural products phytochemistry phytopharmacology.
2, Jimmy Herring is an American guitarist who is the lead guitarist in the band Widespread Panic. Herring is a founding member of Aquarium Rescue Unit and Jazz Is Dead. He has also played with The Allman Brothers Band Project Z Derek Trucks Band and has enjoyed a long and successful tenure with Phil Lesh and Friends as well as The Dead.
2, KristjÃ¡n KristjÃ¡nsson also known as KK is an Icelandic blues and folk musician. His stage name is pronounced cow cow.KK was born on March 26 1956 in Minnesota USA but later moved to Iceland with his family. He attended music school in MalmÃ¶ Sweden for four years and then played his way across Europe from 1985 until 1990 when he returned to Iceland.
11, Live in LA is a live album by former Yes guitarist Trevor Rabin released on February 4 2003 through Voiceprint Records. It was recorded in late 1989 during Rabin's tour for Can't Look Away his third studio album released earlier that year.
0, Greyday Productions sometimes called simply Greyday Records is an independent record label based in Portland Oregon USA. Formed to release a new record from long-time friends Still Life Greyday has grown from a musician run DIY collective to a full independent label. Operated mainly by Todd Berry (who moved to Portland from Los Angeles in 2001) Greyday has a constantly changing staff of friends and interns who help with a lot of the day to day operations.
0, The Bank of South Australia known commercially as BankSA is the largest financial institution in South Australia and the state's largest home lender.
10, Thismia melanomitra is a species of plant in the Burmanniaceae family. It is endemic to Ecuador. Its natural habitat is subtropical or tropical moist lowland forests. It is threatened by habitat loss.
1, The Chef's Academy is the culinary division of Harrison College based in Indianapolis Indiana. Harrison College formerly known as Indiana Business College is a for-profit career college based in Indianapolis Indiana with locations across Indiana online and in Ohio. The college was founded as Marion Business College in 1902 in Marion Indiana.
3, Vladimir Borisovich Obukhov (Russian: ÐÐ»Ð°Ð´Ð¸Ð¼Ð¸Ñ ÐÐ¾ÑÐ¸ÑÐ¾Ð²Ð¸Ñ ÐÐ±ÑÑÐ¾Ð²; born February 8 1992 in Bukhara Uzbekistan) is a Russian professional football player. He plays for FC Spartak Moscow and its professional farm club FC Spartak-2 Moscow. He made his Russian Premier League debut for FC Spartak Moscow on 15 April 2012 in a game against FC Rubin Kazan.
9, Mimeresia cellularis the Cellular Harlequin is a butterfly in the Lycaenidae family. It is found in CÃ´te d'Ivoire Ghana southern Nigeria Cameroon Gabon and the Republic of Congo. The habitat consists of forests.
11, Kardia Mou Min Anisiheis (Greek: ÎÎ±ÏÎ´Î¹Î¬ ÎÎ¿Ï ÎÎ·Î½ ÎÎ½Î·ÏÏÏÎµÎ¯Ï English: Do not worry my heart) is an album by Antonis Remos. It was released in May 2002 and was the second best selling album of the year selling more than 120000 copies and was certified 3x Platinum. In Cyprus the album sold more than 12000 copies and was certified 2x Platinum.
13, Translation and Literature is an academic journal of English literature in its foreign relations. Articles and notes have included: Surrey and Marot Livy and Jacobean drama Virgil in Paradise Lost Popeâs Horace Fielding on translation Browningâs Agamemnon and Brecht in English.
11, Memory Lane Volume 2 (Golden Egg LP number pending) is a demo-collection album written and produced by Deborah Gibson. Fourteen tracks including a developmental form of Silence Speaks (a Thousand Words) (the production version is on Atlantic LP 81932 Electric Youth) are included.
12, Live at the Boston Garden: April 5 1968 is a concert film starring James Brown. Recorded at the Boston Garden by WGBH-TV the night after the assassination of Martin Luther King Jr. it was broadcast live in an effort to quell potential riots in the city. The recording circulated as a bootleg before it was officially released on DVD by Shout! Factory in 2008 as part of the box set I Got the Feelin': James Brown in the '60s.
2, Sarah McEvoy is a Canadian author and artist.
13, Bright Lights Film Journal is an online popular-academic film magazine with a left-leaning critical orientation based in Oakland California United States. It is edited and published by Gary Morris.Originally a print publication established in 1974 it was discontinued in 1980 to be restarted and re-discontinued in 1993 and 1995 respectively. The magazine moved to online publishing exclusively in 1996 and has continued publication ever since.
11, Peel Sessions is the name of two Extended Plays and a subsequent compilation released by the English musical group New Order.
11, The Benoit Freeman Project 2 is an collaboration album by American pianist David Benoit and American Guitarist Russ Freeman released in 2004 and recorded for the Peak label. The album reached #7 on Billboard's Jazz chart.Russ Freeman also serves as leader and frontman for the Rippingtons.
5, The LatÃ©coÃ¨re 6 was a French four-engined biplane bomber of the early 1920s. It was of advanced all-metal construction and probably the first aircraft to use geodetic construction. Only one was built.
12, The Reunion is a 2011 action film directed by Michael Pavone. The film stars John Cena Ethan Embry Michael Rispoli Boyd Holbrook and Amy Smart. The film was released on October 21 2011
2, Alfred J. Gallodoro (June 20 1913 â October 4 2008) was an American jazz clarinetist and saxophonist who performed from the 1920s up until his death. He is notable for having played lead alto sax with the Paul Whiteman Orchestra and bass clarinet for 12 years with the NBC Symphony Orchestra under Arturo Toscanini. Bandleader Jimmy Dorsey praised him as the best sax player who ever lived.
3, Julian Alsford (born 24 December 1972 in Poole) is an English former footballer who played the majority of his professional games with Chester City in two separate spells. He was a centre half.Alsford started his career at Watford after becoming an associated schoolboy in December 1988 he became a trainee in July 1989 and went on to captain the youth team. He signed professional terms in May 1991 and established himself in the reserve team.
9, Pusula radians the radiant button shellor radiating trivia is a species of small sea snail a marine gastropod mollusk in the family Triviidae the false cowries or trivias.
11, 10000 Shots is the fifth album by Scottish-Canadian celtic punk band The Real McKenzies recorded and released in 2005.
0, Horiba (å å ´è£½ä½æ Horiba Seisaku-sho) (TYO: 6856) (Google Finance) is a Japanese manufacturer of precision instruments for measurement and analysis. They claim to have 80% of the world market for instruments that measure and analyze automobile exhaust gas and also make instruments for environmental medical and scientific applications.
10, Guzmania patula is a species of the genus Guzmania. This species is native to Costa Rica Venezuela and Ecuador.
7, The Munteanul River is a tributary of the Podobitu River in Romania.
2, Stephen Churchett (born 10 April 1947) is an English actor and writer.One of his most notable roles was as solicitor Marcus Christie in EastEnders on and off from 1990 to 2004.He has also appeared in various television programmes including Up Pompeii! Enemy at the Door C.A.T.S. Eyes Casualty 'Allo 'Allo! The House of Elliot The Brittas Empire Peak Practice Silent Witness Dangerfield The Bill and Dalziel and Pascoe.
6, Collegium Gostomianum is a secondary school in Sandomierz Poland. Founded in 1602 it is one of the oldest schools in Poland.
6, The ChÃ¢teau de Rosny-sur-Seine is a chÃ¢teau in the Louis XIII style situated in Rosny-sur-Seine in Yvelines on the left bank of the Seine at a short driving distance from Paris by the road to Rouen.It is famous as the seat of Maximilien de BÃ©thune duc de Sully who retired to the old chÃ¢teau to heal from his wounds at the battle of Ivry 1590 and constructed the present building on old foundations in the closing years of the 16th century.
7, Markberg is a mountain of Hesse Germany.
4, Dr. TamÃ¡s Heintz (born February 6 1959) is a Hungarian physician and politician member of the National Assembly (MP) for KaposvÃ¡r (Somogy County Constituency I) since 2010. He was also a Member of Parliament from the Fidesz Somogy County Regional List between 2006 and 2010.He is supported by Fidesz but not member of the party itself. Heintz is a member of the Committee on Health since May 30 2006. He functioned as deputy mayor of KaposvÃ¡r from 2005 to 2006.
9, The Dingy Scrub-Hopper (Aeromachus dubius) is a butterfly belonging to the family Hesperiidae.
9, Huroniella is an extinct genus of prehistoric nautiloid. The nautiloids are a subclass of shelled cephalopods that were once diverse and numerous but are now represented by only a handful of species.
0, Fateless Records is a Los Angeles-based independent record label.
0, ScoreBig is a startup company focusing on the liquidation and sale of undersold ticket inventory for sports concerts theater and other live events. The privately held company was founded in 2009 by Adam Kanner and Joel Milne. ScoreBig gives venues the ability to cut ticket prices without the whiff of desperation that typically accompanies discounts.
4, Russell Allan Higgins AO is a former senior Australian public servant and policymaker.
3, Bob Kilcullen (born May 13 1936) was a defensive lineman who played ten seasons in the National Football League for the Chicago Bears. He was selected by the Bears in the 1957 NFL Draft. Kilcullen played at Texas Technological College (now Texas Tech University) in college.
11, Random Access Memories is the fourth studio album by French electronic music duo Daft Punk. It was released by the duo's imprint Daft Life under exclusive license to Columbia Records on 17 May 2013. The album pays tribute to the late 1970s and early 1980s era of music in the United States particularly the sounds that emerged from Los Angeles.
2, Harrison Bird Brown (1831-1915) was an American painter. He was born in Portland Maine and died in London England. He was known primarily for his painting of marine life and White Mountain landscapes. His work was exhibited at the National Academy of Design from 1858 to 1875. His work is now shown at the Portland Museum of Art Colby College Museum of Art and Bowdoin College Museum of Art.
6, The Church of Assumption of Mother of God CÄuÅeni (Romanian: Biserica Adormirea Maicii Domnului din CÄuÅeni) is a historical monument in CÄuÅeni Moldova.The church was painted in 1763 by Stanciul Radu Åi Voicul.
6, De Oude Rosmolen is a former restaurant located in Hoorn in the Netherlands. It was a fine dining restaurant that was awarded one Michelin stars in the period 1986-1989 and two Michelin stars is the period 1990-2000.The head chef was Constant Fonk.The restaurant was located in a 17th-century building that once contained a bakery with its own mill.
10, Buddleja 'Lochinch' is an old hybrid cultivar raised from a chance seedling found in the garden of the Earl of Stair at Lochinch Castle Scotland circa 1940; the shrub's parents believed to be Buddleja davidii and Buddleja fallowiana. One of the most popular buddlejas of all time 'Lochinch' was accorded the Royal Horticultural Society Award of Garden Merit (record 672) in 1993 reaffirmed in 2010.[1]
12, Nature's Half Acre is a 1951 American short documentary film directed by James Algar. It won an Academy Award in 1952 for Best Short Subject (Two-Reel). The film was produced by Walt Disney as part of the True-Life Adventures series of nature documentaries.
2, Rico Capuano better known simply as Rico is a musician from Glasgow Scotland.
12, Elvis is a 2005 biographical CBS mini-series written by Patrick Sheane Duncan and directed by James Steven Sadwith.
8, Riverlea is a village in Franklin County Ohio United States surrounded by Worthington on its north south and east sides and bordered on the west by the Olentangy River across which is Columbus. Riverlea was incorporated in 1939 a small community that formed on former farmland. The population was 545 at the 2010 census.In 2011 Riverlea and Worthington explored the possibility of the annexation of Riverlea to Worthington. Riverlea voters defeated the annexation.
0, Ukrvozdukhput (Ukrainian Society of Airways Ukrainski Vosdukhni Put) was an airline based in Kharkiv Ukrainian SSR during the interbellum. It operated scheduled domestic (USSR) services.
7, The White River is a major headwaters tributary of the Kootenay River in southeastern British Columbia Canada. The river is 65 kilometres (40 mi) long and drains an isolated area of the Canadian Rockies east of the village of Canal Flats.It rises at Sylvan Pass in a precipitous glacial basin in Height of the Rockies Provincial Park. It flows southwards through a deep valley along the Park Ranges then swings southwest to receive the North Fork from the right.
5, Norfolk & Western 2156 is the strongest-pulling extant steam locomotive in the world although it is not operational. It is a four-cylinder compound articulated (Mallet) locomotive with a 2-8-8-2 (Whyte notation) wheel arrangement. The Norfolk & Western Railway built it in 1942 at its Roanoke Shops in Roanoke Virginia and it was part of the Norfolk & Western's Y6a class. It was retired from regular rail service in July 1959 and today it is at the Museum of Transportation in St.
12, The Wolf Hunters is a 1949 American western film directed by Budd Boetticher and starring Kirby Grant Jan Clayton and Edward Norris. It was based on the novel of the same title by James Oliver Curwood which had previously been adapted in 1926 as The Wolf Hunters and in 1934 as The Trail Beyond. The film was the second in a series of ten films featuring Kirby Grant as a Canadian Mountie.
3, Gabrielle Aboudi Onguene is a footballer currently playing for Alpha 09 Kaliningrad in the Russian second tier. As a member of the Cameroonian national team she represented Cameroon at the 2012 Summer Olympics scoring the team's only goal in the tournament
1, New Rochelle High School (NRHS) is a public high school comprising grades 9 through 12 in New Rochelle New York operated by the City School District of New Rochelle. NRHS serves over 3300 students; offering more than 240 courses including honors research and advanced placement courses.NRHS students are known for ranking highly in SAT test scores for Westchester County. 96% of graduates attend college or other institutions of higher learning.
8, Gornji RahiÄ (Serbian: ÐÐ¾ÑÑÐ¸ Ð Ð°ÑÐ¸Ñ) is a village in the municipality of BrÄko Bosnia and Herzegovina.
2, Russell DeGrazier is an American writer director producer and actor. His works include the comedy-drama Sunset Strip the award-winning short film 'Mad' Boy I'll Blow Your Blues Away. Be Mine and a role in the series Friday Night Lights.
11, A Genuine Rosmini is the second album by American folk guitarist Dick Rosmini released in 1969. It is out of print but in circulation as a second-hand LP.Rosmini is best known for his role in the American folk revival of the 1960s as a session player and accompanist. A Genuine Rosmini was Rosmini's second and last solo album.
7, The CeauÈoaia River is a tributary of the Azuga River in Romania.
