comment_text,toxic
Fanning the flames of idiocy,1
"""
'''A request has been made of the Mediation Cabal for mediation on this page.

Please do not remove this notice until the issue is resolved.   Preloaded case page

""",0
The tagline was definitely lacking before.  I think it's better now.  Thanks.,0
"== Discussion regarding Template:Rating == 

 Hi! I noticed from the template's talk page history that you seemed like an involved editor there who may have an opinion on a discussion going on at WP:ALBUMS about rendering ratings. Would you care to weigh in here?",0
"Unless you want to replace every article link in the encyclopaedia with a little footnote explaining what the term means, then your stance doesn't make sense.  Footnotes which take readers away from the text of the article are not very helpful and there is no support in the MOS for the use of footnotes in this way.
If you think that people generally won't understand what a lahar is and cannot simply click on the link to an article, then a short explanation of the geological activity that led to the disaster would be an infinitely better means of dealing with that.  At the moment it's only briefly mentioned in the lead. 201.215.187.159",0
"""

 Wondering If You Could Help... 

A couple of months ago, I created a page for the """"Original"""" Clark Sisters, an American close-harmony singing group from the 1930s and '40s, that was fairly well-known at the time.  As an announcer at a Jazz radio station, includng being the host of a """"Trad Jazz"""" show, I have some pretty extensive knowledge of this genre of music.  I properly referenced the article, and provided appropriate links to and from other related pages.  All in all, I think I did a fairly good job, considering it was only my first real page construction.  

So, along comes this editor from the U.K., (""""Seddon""""), and marks the thing for """"speedy deletion"""".  Before I can even find out about it, the page is gone.  Then, when I try to ask him about it by posting on his talk page, he totally ignores me.  In the first place, I can't understand how a U.K. editor is even ALLOWED to edit a piece on U.S. music; secondly, if he is allowed, why is he allowed to place his questionable judgment above mine?  I am hoping that you can help me restore the page, so that I don't have to go to all the trouble of re-creating it, at a loss of several hours of my time.

I'm also wondering about the procedure for filing a complaint against an editor.  It seems to me that his behavior in this matter has not been appropriate, and I wonder if there is any forum that I can take my complaints to?

Thanks for your time.
  """,0
YOU KNOW IM SO SICK OF PEOPLE TALKING BAD ABOUT MJ LET HIM REST IN PEACE PEOPLE DONT RELIZE HOW STUPID THEY ARE MJ WAS A HUMAN THAT MADE MISTAKES LIKE WE ALL DO GOD SAYS IN THE BIBLE THOU SHALL NOT JUDGE BUT YOU KNOW IN THE END THE LORD WILL HAVE THE LAST SAY SO REGARDLESS OF WHAT MEN THINK I LOVE YOU MJ AND WILL KEEP YOU AND UR FAMILY IN MY PRAYERS MAY YOU REST IN PEACE GOOD YOU DONT HAVE TO WORRY ABOUT THESE FAKE PEOPLE IN THE HELLIFIED WORLD BLESS UR FAMILY AS WELL,1
"WOOOOOO! 

AWESOME JOB ON MAJORA'S MASK AND HOLLABACK HOLLOW! KICK THOSE PEOPLE WHERE IT HURTS!",1
"*I am advised you have been reverting back various edits by a , and given the shared interests and articles of said banned editor, I have blocked you per WP:DUCK.",0
::Polemical POV arguments of the kind that Notpietru are making don't do anything to support the addition or inclusion of this section in this article.  This is meant to be an encyclopedia article about Rowan Williams - it isn't a blog for all sorts of information or commentary on events in the Anglican Communion or the Roman Catholic Church.  The section does not belong in this article and needs to be removed.,0
"""
Thanks.  This proves that it worked.  Soap— """,0
Trump said Obama wasn't a real president with his birther conspiracy lies.  Your hypocrisy is showing.,1
"""

Guy Chapman Slips up

""""Actually Wessely recently sent me an email offering to meet for a beer if I'm ever passing Mary's. I might even take him up on it""""- Guy Chapman

Professor Simon Wessely and claims of harassment

PERMISSION TO REPOST

Below is a series of correspondence I have recently had with Professor Peter McGuffin, Dean of Psychiatry at the Institute of Psychiatry, King's College, London, and John Williams, Interim Head of HR , at the Institute of Psychiatry, King's College, London.

I have transcribed the correspondence by both, but have the original documents in my possession.

The contents of this correspondence are self-explanatory.

I am publishing this correspondence for two reasons:

1. I consider that I have been defamed, and seek to protect my good name and reputation against defamatory attacks of this nature.

2. This correspondence, sadly, provides merely one example of an increasingly unpleasant and worrying phenomenon. I have observed, over the years, a growing tendency, by some, to make grossly ad hominem attacks on ME/CFS advocates and the community at large. These are logically indefensible, and morally and intellectually unsound: and have had the effect of preventing reasonable, legitimate voices of criticism being acknowledged within the discourse of ME/CFS politics, with adverse consequences for sufferers. This is a phenomenon which I will return to over the coming months.

Angela Kennedy

1. Letter from Angela Kennedy to Peter McGuffin:

1st October 2007

Dear Professor McGuffin,

I am writing to you about a serious matter of defamation which potentially involves a member of your department, Professor Simon Wessely.

I am an advocate for my daughter, a young woman seriously ill and severely disabled by her illness, who was diagnosed with ME/CFS. I also politically advocate for the community at large. I am also a known critic of the ‘psychiatric paradigm’ of ME/CFS, and I undertake this from an academic perspective (I appreciate the above term might be contested, but that is not the issue at hand).

I am currently working towards publication on this issue, having been engaged in academic research for some years. I have a social science background and am an Associate Lecturer with the Open University (although the work I am undertaking in this field is not connected to this institution).

I therefore do have a reputation that might be damaged by libellous, defamatory comments.

In recent weeks, various editors of the Wikipedia online encyclopaedia have expressed an intention to publish claims that Professor Wessely has ‘retired’ from ‘CFS’ research because of ‘harassment’ by certain people within the ME/CFS patient community. The basis for these claims is the Gibson Report, an unofficial, unsourced, un-referenced document, which has been criticised for key inaccuracies, and inflammatory, inaccurate language about the patient community and its advocates.

I, with other advocates, have endeavoured to provide reasons and evidence as to why the Gibson Report is not a reliable source, and why claims of ‘harassment’ are, certainly at present, unsubstantiated and unsafe to the point they should not be published on Wikipedia. One advocate has attempted to clarify, by contacting MP Ian Gibson himself, the source of the comment, within the report itself, that Professor Wessely has retired from “CFS” research, and the claim that this was """"possibly due to extreme harassment"""" [my italics] present within the report. Ian Gibson’s researcher is following this up.

This is an extremely important issue. I, like many in the community, would condemn harassment of academics (particularly harassment as defined in criminal law), particularly as I am myself an academic, and because I have been subjected to criminal harassment before, which I have reported to the police. However, there is also a problem around the use of the term ‘harassment‘: ME/CFS sufferers and their advocates have for many years been subject to inaccurate ad hominem attacks on their motives for protesting the psychiatric paradigm. Inaccurate descriptions of legitimate critique as ‘personal attack’, or ‘abuse’, or terms actually associated with criminal ‘harassment’ are all too common, to the detriment of a patient community with valid concerns.

On September 26th, and 27th, 2007, a member of the Wikipedia online encyclopaedia posted a long attack on myself and others, which included the comments below, on their ‘Admin Notice board’, which were grossly misrepresentative of my work, and which",0
"The PM's starry-eyed, smitten groupies might be stupid.....

....however most Canadians are not.",1
"""

You don't know the clan of """"most of those people"""" because that's what happens when people stick their nose in something they know nothing about.

1st row: 
Muhammad Abdullah Hassan - Darood
Fatima Jibrell - Darood 
Mohamed Abdullahi Mohamed - Darood
Asli Hassan Abade - Darood
2nd row: 
Hanan Ibrahim - Isaaq
Hadraawi - Isaaq
Iman - Darood 
Sultan Yusuf Ali Kenadid - Darood
Aar Maanta - Darood
Sultan Mohamoud Ali Shire - Darood
Osman Yusuf Kenadid - Darood
Nuruddin Farah - Darood

I hope you know now. Not a single Hawiye person—who have contributed to Somaia the most and are the most dominant clan there military, politically and financially because someone has a grudge and has decided to exercise it through cheap propaganda.   """,0
I dorry. Also you are a complete nerd with no life!,1
"You're a sad pathetic wrech ==

That must be how you became a wikipedia editor, get a life and go do something useful for a change. No wait, better yet, ban me from editing so I can get a new IP and return to tell you how useless and pathetic you are. And trust me, this isn't unprovoked....Does the admin Arkane ring a bell? Yea sweetheart, Arkane. 

==",1
"I think the House really needs to investigate whether Trump has ingested an excess quantity of orange face paint and Clairol, thus compromising his brain functions and leading to paranoia and other degenerations of mental processes.",1
"Damn!! 2 weeks? How will I outsmart clever cunts like you? Hmmm...
Crooked bastards. People will hopefully see the history and go see what a rubbish biased editor Ryulong is. Obsessed with INCEST...

see you guys on the next IP you cunts...",1
"Again, Trudeau does not initiate the selfies.  He is asked by people to be in their selfies.  If he didn't agree to she selfies, he would immediately be labelled as rude and face criticism from the opposition parties.  (Damned if you do, damned if you don't)..",1
"YOU ARE A FAGGOT
GET A LIFE 97.102.60.171",1
Trump is a social liberal. He will say anything to get into power. I love that the republicans have to get behind him to save face; they are as stupid as a bag of hammers.,1
"== my balls he sucks  == 

 [[Media:Media:Example.ogghyt[[Media:rMedia:hyh]]]]t  utfsadhgqofewiuhfckhgoygqdpcwhwochgeroqhpoiwoiuuytreqqasdfghjkl;ll,mnbvccxzZaqwertyuioooll,,mmnnbvcxzaqqwewrrtyyuuiooppllkkjjhhggffddsaazzxcvbnmm,l,llkkjjhhgfgfdsdaqqwertrtyyuuiiooppppoiuywertyuioowsedrfgthyjukivgbhjuhgfiughjitfgjrhrggmrstbyrb[[Media:ybdbyf[[Media:h[[Media:trj[[Media:rj[[Media:h[[Media:h[[Media:Media:Example.oggyt[[Media:hy[[Media:by]]]]]]]]]]]]]]]]]]",1
...I don't think there was an actual complete sentence anywhere in that drivel.,1
"Thanks 

For reverting vandalism to my user page.",0
A lot of innocent lives were spared the day this bitch lost the election.,1
"""
Pain in babies
Hi Robert. I just saw this: """"There are a couple of good editors at Pain, so I hope that if they agree, one of them will undertake the work."""" at WikiProject Medicine. I am having a break from thinking about medicine-related articles over at Christ myth theory where there's a bit of biffo. How are you doing?   """,0
":Oh, I see. Thanks for the info. Cheers.",0
"ADN has a lot of nerve attempting to associate themselves with journalism.  The reporting is shallow, liberal and weak minded.  The news consumers will eventually see this rag for what is is and stop buying their junk.  Personally, I wish ADN would just die, just go to hell and die.",1
"Gee, I could have sworn I posted a constructive comment here.  Must have gone into a wormhole, or been fascistisized. 68.240.150.91",0
How many times do heads of the Intelligence Agency's have to say there is no evidence of collusion with Russia? Is there anything dumber and so filled with hate as an ignorant liberal.,1
Congratulations on appearing as schizophrenic as the likely owner of this ip address. I guarantee it will not be owned by the same person twice over a period of more than 3 or 4 days. Internode has well over 10000 subscribers to its broadband internet service and this dynamically allocated ip is just one of very many ;),0
Dershowitz is a scumbag who was a vocal supporter torture under the Bush administration.  His ethics are whatever suits his fancy from time to time.  A dangerously self-serving morality is at work in this man.,1
The Lord of the Rings,0
So suck it up and order it with less ice. My goodness people complain over the most stupid things!,1
"June 2008 (UTC)

Rugby is definately reserved for the more prosperous round these parts, and ofcourse there is nothing wrong with being upper-class or blonde, although forgive me if may envy their secure financial situation. There is certianly nothing wrong with Asians, Blacks or Jews either and as a Roman Catholic it would be a bit daft to make adverse comments about myself.

This is old news Millbanks, what made you traipse it up?   10:19, 30",0
"Fuck You. Why don't you suck a turd out of my asshole! You think you can handle that, dumbfuck? eh?",1
thank you very much for your answer. happy new year !!!,0
"All new Wiki members have a right to edit==

Bless the founder.  -)

DrJoe 

==",0
"The Trudeau liberal government, what a bunch of lying hypocrites.",1
"""
Meh, as long as it's well-sourced. But everything at this point is """"sources say"""" or """"allegedly accused of,"""" so it's very difficult to verify. Speculation, really.  """,0
"wow you have been drinking the cult koolaid, that has brain washed you ignorant of reality",1
"Go away, no one cares.",0
"July 2010 (UTC)

 Kindly quote me where I ever employed any ad hominem arguments, as opposed to addressing the facts and logic of the argument(s) put forth. You'll find, Wgfinley, you're unable to do so. So kindly refrain from suggesting otherwise. It's unhelpful. Cheers.   03:56, 30",0
"anyone with half a mind, over forty years old, should know the truth. its been unfolding since the 70s. only a hermit or idiot that doesn't want to know the truth, doesn't. follow the money, eventually it ends up in a few families pockets.",1
"Really, tell us then, why so many went to Federal Prison? I believe a Baranof Legislative Room #604, was not a Legislature's Building, at the Baranof Hotel.

There's no legislative immunity, when you cannot read you own legislation. Did you also miss 8th grade, like that Alaska Judge recently explained, on the Legislature, not being able to read their own Legislation?

They have Monkeys sharper than this group of imbeciles.

http://alaskareport.com/news/z49999_corrupt_bastards.htm",1
"Oh shut the hell up, I would say it to any VANOC and they are cretins, including  - you ""Campbell""",1
"""
The Graceful Slick....
Is non other than an ungraceful dick!86.138.29.96  """,1
"just a clarification... 

man, if you think it was me (kumarnator) that wrote that Fowler and Fowler was indian; it wasnt. I am the one trying to diminish pakistani/muslim/arab propaganda on wikipedia. Thanks, and good luck on wikiproject hinduism!!!!!",0
Prove it.  The Donald is too chicken to release his tax returns.  Remember he promised to release them until he changed his mind.  Why phony conservatives defend such a hypocritical moron is beyond me.  What gender is the Donald?  Yes he is probably male but how much orangutan?,1
"This shows how stupid he was in the first place, The indicators to raise just were not there",1
I fucked your dad last night you fucking whore assed cunt.,1
"German Sadchenkov 

Russian version?))) look that https://ru.m.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B4%D1%87%D0%B5%D0%BD%D0%BA%D0%BE%D0%B2,_%D0%93%D0%B5%D1%80%D0%BC%D0%B0%D0%BD_%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D1%8C%D0%B5%D0%B2%D0%B8%D1%87",0
""":""""Many arguments rehashed over and over"""" quoting Bletch. Yes, I could not have said it better.  But, 99% of what I have seen are arguments based on your original research.  Adam's latest argument,  , is 100% original research.  The obligation is on you, to cite credible verifiable sources to back up your assertion.  No original research allowed.  The twelve citations provided yesterday were laughably weak.   Bear in mind that you are attempting to prove a negative.  It is easy to prove Cuba is not your favorite type of ideal democracy, but that is not sufficient.  You actually need to prove, with credible citations, that Cuba is not any type of democracy...even a flawed democracy is a type of democracy.  [Haiti] I was browsing around  Wikipedia today and easily found more than twenty types and variants of democratic governmental systems.  You have a tall task to prove that Cuba is not any type of democracy.  There are also dozens of citations, many quite credible, stating that Cuba is a type of democracy, so even if you succeed in your task of proving a negative (unlikely), even then, a real and genuine point of view exists, far from being a 'flat earth theory', and cannot fairly be ignored.     

 """,0
What a neat comment.  Really?  You don't care that one of your buddy ammosexuals fired into a chocolate bus in Juneau?  Neat.  Really neat.,1
"Muslims are hell bent to exterminate Christians,  Jews and   especially other Muslims. Islam is a death cult, and you guys criticize Trump for trying to stop them. Even Putin is on the wrong side of history and he gets less bad press.",1
Sleazy Rat Bastard,1
"A film crew...
A bunch of rednecks from the lower 48...
A couple of C-130s to fly rednecks in and beef out...
Call it ""Game On Alaska"" or something equally ridiculous.
I think there is not only a solution, but money to be made here!",1
Haha. Hayson saying he doesn't know who emailed him is proof? Proof that you're a liar. Don't expect a response from someone that you lie to and try to deceive. You certainly don't deserve one.,1
"Woooo hoooo.....glad to know we aren't the only state that has the ""buttery"" road and foolish passing issues ............drive safe everyone...may not be your driving you should be worried about.",1
Joe Hazelton 68.251.39.134,0
"Reply 

Wrong target? Don't tell me what the 'target' is, you don't decide that for people. I barely come on wikipedia as is so threaten me all you like, and what is the purpose of telling your friend about this and asking him to come say something to me on my talk page? are you trying to bore me ?",0
"""

 If Wikipedia is going to play fluffer to Matt Sanchez and call his gay porn videos """"award-winning,"""" then I think it should include a full videography. He appears in 35 or 40 of those flicks. The full lists are verified by the Internet Movie Database, and the Internet Adult Movie Database. Also, the specific nature of the awards should be listed, such as """"best ass on someone wearing a cowboy hat,"""" or whatever it is that they award in that """"industry.""""""",1
", and it's mean as shit",1
"Bearcat Stadium
Thanks John for your kind comments.  I was very surprised to see a Division II stadium get that kind of notice.  But stemming from that you might be interested in an article I just posted List of presidents of the American Football Coaches Association.  It should probably go in the wiki project also.  Thanks again!",0
"""
My original text read """"one-party state"""". Clearly, someone has changed it to """"multi-party"""" in the last month or so. (  )""",0
"Article collaboration proposal at WikiProject Space Colonization 

Hi, I've put together a proposal for an article collaboration of the week at WikiProject Space Colonization. I would appreciate if you could take a look and let me know if you're interested in participating.",0
"Semi-protected edit request on 24 December 2015 

I want to make some correction and provide better refrence kindly accept my edit edit request.",0
""" 

 ===Your edits to David A. Kolb=== 
  Please stop your disruptive editing. If you continue to vandalize Wikipedia,  you will be blocked from editing.    """,0
"(UTC)

Wow, he must be pretty desperate to put up with something so wretchedly disgusting  18:17, 9 September 2006",0
"Oh, and FWIW, jpgordon, a very experienced admin that is familiar with my history here did not seem on any crusade to sanction me - just requested that I stop using alternate accounts, see Wikipedia:Administrators' noticeboard#Response from Justanother. Not trying to put words in his mouth simply pointing this out.}}",0
"Freemasonry - everything missing 

Everything about Freemasonry is completely missing. Sources:
 10,000 Famous Freemasons from K to Z from Harry S. Truman
 http://spokanecda.com/Masonic%20Temple.html
 http://www.spokanemasonictemple.org/History/History.htm
 http://www.srmason-sj.org/web/journal-files/Issues/sep-oct05/coop.html
 http://www.matinecock.org/portal/desktopdefault.aspx?tabindex=2&tabid;=23&item;=10

Some facts:
Masonic laying of the foundation stone:
 Army War College february 21, 1903
 Yellowstone Park (Grand lodge of Montana) april 24, 1903

 Masonic Temple, Tacoma, Washington May 22 1903
 Masonic Temple, Spokane, May 26, 1903
 Officebuilding of the House of Representatives April 14, 1906
 Masonic Temple 13. Str. and New York Ave. Wash. D.C., june 8, 1907 
 Pilgrim Memorial august 20, 1907

Speech to the Masonic Grand Lodge of Pennsylvania because of the 150th anniversary of the masonic raising of George Washington in 1902
 One of the things that attracted me so greatly to masonry […] was that it really did live up to what we, as a government, are pledged to - of treating each man on his merits as a man.

 webmaster@sgovd.org, Germany",0
"I was inserting missing information which it was taken away,  Why was that???? 

  
 Str, is this an inquisition?  There are those not educated in Torah who deviate and are used by others because their are the offspring of Jacob.  How do you know what I say is not true?  How do you know, clearly you are not a Jew and are into your dogma.",0
My mate told me you were a fuckin homosexual. You are dead.,1
"I couldn't find any online material, and I don't have anything in print either. Yet I believe the statement to be true. The ideal source would be  And perhaps also 
The problem we have here is that the original article was written by Colebatch himself, and is dreadfully biased in his favour, yes the only person with an interest in redressing that imbalance is someone with an axe to grind, who is more interested in cutting Colebatch down than actually improving the article. This is not the way to go about writing an encyclopedia.
Hesperian",0
"Geoligists make no money, and the job sucks.",1
"Your last edits 

Your last edit in Haji Baktash Wali is OK. Let's hope that the other guy does not mess it up again. As for List of Turkic states and empires:

Safavids were NOT a Turkic state. We had this discussion one year ago, and none of the leading scholarly sources support this view. What's seems to be true is that many important members of the family spoke Turkish as their native tongue, including most of the Shahs (not all of them; the Safavids were mixed with all kinds of other royal families). 
The Ottoman Turks were deffinitly Persianate Turkic ... in fact, they are one of the best examples for the deffinition of the word Persianate.",0
FUUCK Trump and all of his slobbering fans!,1
"Donald ""grab them by the p***y"" Trump,  the Republicans' messiah.",1
Ha! I just noticed your username! Very clever. D You're in costume!  (talk),0
"Ni Hao! 

plz do not ban me then i will eat a hamster without ketchup and it will be ur fault. u will 4evah haev teh bl00d of teh h4mster on ur hands.",1
Well that sucks.,1
Hey Liberals...supercalifragilisticgofuckyourselfadocius !!,1
":The problem isn't a misunderstanding, I'd be fine if people voted for delete civily, and didn't resort to dirty dirty tactics such as vandalising with a project template just to ensure deletion.  The fact of the matter is, while there are a handful of good wikipedians like yourself, most of the people here are ass holes.  Wikipedia will never be an encyclopedia as long as they are around.  I'm not putting any more time into this project while the vandals and ass holes run the asylum.",1
"What is the different between a ""smart person who doesn't actually use his brain"" and (your word, not mine) an idiot?",1
"""
When you talk in an MFD, there's no need to put a header above what you're saying

Header
...like this. It disrupts the flow of all the other headers on the page. Ten Pound Hammer, his otters and a clue-bat • (Otters want attention) """,0
"I am all for finding ways to 'reduce the health care cost for all'.  


   Big Pharm and Corporate health syndicates hear that as 'I want to cut their profits'.  They are right, capitalist ideology for discretionary spending applies to some things, but medical care is NOT a Discretionary choice for most people when it comes to saving a family members life.

Both parties are slaves to their funding.  
=========================
   I saw my premiums rising, co-pays increasing, and deductibles going through the roof with my company sponsored plan long before the ACA was in anybodies mind.     The ACA is not the only reason that premiums have gone up.

   Of course it will cost more money to provide care to sick people that can't afford medical care.   Anybody who believed it would, were naive or stupid.    I knew it and accepted it because I had a good friend die  before age 30  because he could not afford the treatment.   I believe heath care should be universal",1
"Now that Jeffrey Epstein's pedophile spa on Little St. James Island was destroyed by Hurricane Irma, where will Bill Clinton go for fun?",1
"Ratings 

I'm curious as to where the sources for the US television ratings chart are,because it doesn't link a source and the Nielsen Ratings website did not show that much information about ratings for perticular shows.",0
"I agree 

Dayewalker is just another republicant whore who worships Palin McCain",1
"""

Speedy deletion of Oliver gamblin
 A tag has been placed on Oliver gamblin requesting that it be speedily deleted from Wikipedia. This has been done under section A7 of the criteria for speedy deletion, because the article appears to be about a person or group of people, but it does not indicate how or why the subject is notable: that is, why an article about that subject should be included in an encyclopedia. Under the criteria for speedy deletion, articles that do not indicate the subject's importance or significance may be deleted at any time. Please see the guidelines for what is generally accepted as notable, as well as our subject-specific notability guideline for biographies. 

If you think that this notice was placed here in error, you may contest the deletion by adding  to the top of the page that has been nominated for deletion (just below the existing speedy deletion or """"db"""" tag), coupled with adding a note on the talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would would render it more in conformance with Wikipedia's policies and guidelines. Lastly, please note that if the article does get deleted, you can contact one of these admins to request that a copy be emailed to you.    """,0
"""
I would bet a bottle of homeopathic potion (read:  water) that there isn't a single real scientist who thinks that homeopathy has any effect outside of the placebo one (which I don't consider a real effect, but then again I'm not a shrink).  It's like the Discovery Institute claiming that a """"scientist"""" with a Ph.D. from Bill's Garage and School of Microbiology believes that Intelligent design really is science.  It still amazes me that Homeopathy and Creationism both require magic to support their non-science.  Meh.   Talk• Contributions """,0
"You don't get it. I am not saying Trump is a great man. Yes he has lied. That said Hillary Clinton has lied her whole career. Heck she even got caught with her comments about having public and private positions. When you look up the word liar int he dictionary Hillary Clinton's picture is there.  Also Bull crap on the sexism, rasism, xenophobia etc. Liberals throw those labels at everyone who opposes them. Sorry but you have cried wolf so long no one believes you.  I am a moderate not a conservative and I know the ways both conservatives and liberals argue their points both has stupid arguments at times. But the left always throws those labels out when they are losing. Here is a good video for you to watch.  https://www.facebook.com/JonathanPieReporter/?pnref=story  
I honestly don't like a lot of things about Trump but your party put forth a candidate that was worse. The democrats did this to themselves.",1
"This article is pretty short. It is missing Mann's fabrication of the hockey stick. More detail on the grants that he's received would help, such as from the stimulus program. It is relevant to see how his research is result oriented, rather than truth oriented, because if the climate is seen as in normal ranges &/or negligently influenced by humanity, then he will get less money.",0
|class=start |importance=low,0
"Honestly, your statements are more moronic than tRumps. History shows over and over again the great bear always devours any nation that tries to invade it's borders. You succeeded though, in making Archie Bunker look more intelligent than yourself.",1
"Ahh, so you did; this would be why it is so important to sign your posts on talk pages. I'll move my commentary down here for you then: Please (everyone) remember to be civil with other editors. ) I see you've already found the deletion review to continue constructive commentary there, so that's all I've got. Cheers.  'blis",0
"Record Keeping Requirements
When has this been updated? This does not even match this article here:http://en.wikipedia.org/wiki/Legal_status_of_Internet_pornography#United_States (A Wikipedia article what about that).",0
"I went ahead and removed the section. In case there was anything useful in there, putting the list here:

Notable psychonauts

 William S. Burroughs
 Peter J. Carroll
 Carlos Castaneda
 Aleister Crowley
 Ram Dass
 Philip K. Dick
 Rob Dickins
 Havelock Ellis
 Antonio Escohotado
 Amanda Feilding
 Stanislav Grof
 Arthur Heffter
 Bill Hicks
 Albert Hofmann
 Aldous Huxley
 William James
 Jack Kerouac
 Ken Kesey

 Timothy Leary
 Egor Letov
 John Lilly
 Fitz Hugh Ludlow
 Terence McKenna
 Robert Monroe
 Grant Morrison
 Daniel O'Brien
 Victor Pelevin
 Daniel Pinchbeck
 Maria Sabina
 Joe Rogan
 Benny Shanon
 Alexander Shulgin
 Huston Smith
 Hunter S. Thompson
 D. M. Turner
 Alan Watts
 William White
 Robert Anton Wilson

—",0
"www.idrw.org is not a blog. If we believe your version, Janes and all newspapers will become blogs. I leave it to the Admins to decide.",0
""")

¹ - As an example, Central wrote: """"'I was insulting you just for pleasure, not because it proves you wrong' ... Posted Central 7 July 2005"""" (see above this section""",0
I think they should have gotten away with it. It would have been a dream to be on the islands with a mia tie and all that money!!!!!! Only happens in the movies I guess damn!!!!! Krystal Wallis,1
"... that actually was my thought yesterday, why the heck are we fighting terrorists overseas WE HAVE PLENTY TO GO HUNT DOWN HERE IN THE USA ... may it be open season on those that hate and have ZERO claim to everything GOOD and GREAT about the USA ... take that tattered abused neglected and disrespectful flag out of the back of your pick up truck you dumb RACIST HICKS ... leave the country.",1
":As you have not found anything specific relating to this, I think you are wrong in this instance. Maybe later on I will look into the matter more. Meanwhile, no reson to remove material.",0
"The day is young, Dave.  I have faith that Dean can raise his game in the 'stupid comments' department.  Oh...I see that he already did.",1
(looks poorly done that way),0
this is a load off poos,0
Poor Latvia. Communism is just really wrong for the world.,0
"Long story short - stop picking on the dregs, the useless, and the retards of Wikipedia.",0
decline=I don't fucking think so - 81.154.183.54,1
"Metal-Rules review

The review is about YOB's album The Unreal Never Lived 

This can't be right ?",0
"The Globe and Mail keeps prompting me to ""support quality journalism"". Then every time that I am tempted to subscribe, I encounter a garbage article like this!

I was a print subscriber for many, many years. Globe, you can win me back, but not with this trash!",1
"January 2009 

Please do not replace Wikipedia pages with blank content. Blank pages are harmful to Wikipedia because they have a tendency to confuse readers. If it is a duplicate article, please redirect it to an appropriate existing page. If the page has been vandalised, please revert it to the last legitimate version. If you feel that the content of a page is inappropriate, please edit the page and replace it with appropriate content. If you believe there is no hope for the page, please see the deletion policy for how to proceed.",0
"maybe the rest of the world can laugh and ignore stupid sheep like you!! , while i plan to spend my dollars in the usa supporting them as well as us often! GO TRUMP GO",1
"Hello, Doctordave48, and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Unfortunately, one or more of your edits to the page USS Wright (CVL-49) have not conformed to Wikipedia's verifiability policy, and have been reverted. Wikipedia articles should refer only to facts and interpretations that have been stated in print or on reputable websites or other forms of media. Always remember to provide a reliable source for quotations and for any material that is likely to be challenged, or it may be removed. Wikipedia also has a related policy against including original research in articles.

If you are stuck and looking for help, please see the guide for citing sources or come to the new contributors' help page, where experienced Wikipedians can answer any queries you have! Or, you can just type  on your user page, and someone will show up shortly to answer your questions. Here are a few other good links for newcomers:
 The five pillars of Wikipedia
 How to edit a page
 Help pages
 Tutorial
 How to write a great article
 Manual of Style

I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you have any questions, check out Wikipedia:Where to ask a question or ask me on User talk:MBK004my talk page.  Again, welcome!  
-''''''004",0
"I am sorry to inform you, but there is solid documentation verifying
that neither was Stephen Seleny the Founder or first Headmaster of Trinity 
Valley School or the Founder of the Texas Boys Choir School, of which TVS was
the natural outgrowth. These are facts, not speculations. I can only suppose
Seleny and/or TVS hoped that a number of decades would bury the actual truth.",0
I bet Onceinawhile is an Arab.,0
"_""This solder’s father, is an immigration lawyer who is using this to pursue his personal and political agenda much like the terrorist kid in Tex with the clock. ... That does not mean that the rest of their families are not trash, who 12 years after their son dies, are trying to use his death for their own goals. ""_ -- Jesse Ulery

Whew! Now I'm beginning to understand your other posts ... you have one dark and messed up mind.

-- Paul",1
Indian kids trying to rape my user page ( 86.182.174.123,0
"OkeeDokee professor Carberry, if it makes you happy we'll make sure not to call it an assault rifle, even if it looks like an assault rifle, and even if it has proven to perform very effectively as an assault rifle. We could call the damn thing a turd but that won't change what it is, and what it's capable of, but as long as you're happy.",1
"In regards to Anti-Flag- Please do not add nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.   ah?",0
"My queer about nomination for peer review on my pic?

hey on the general wikipedia help desk you responded to my msg about how to nominate a pic for a peer review. Is there any chance that you could nominate for me, i dont know how!",0
"Yep BS, I obviously don't get your message, or even the current HRP's message.  Explain to me the HRP message?  Is it because they are screwed up, all Republicans must keep quiet and not voice their opinion about their organization and leadership?  Or, because they are screwed up, let them drain themselves out of existence?  What's the message?  Auwe.",1
"Trudeau is going to seriously regret disappointing his key voters, especially young people. Deciding to lower taxes for the upper middle class instead of the actual middle class will come back to bite him, and removing the public transit deduction was stupid. He's still better than harper, but it's not looking good.",1
homophobia rears its ugly head once again.,0
"Penny Stock Reversions 

Thanks for reverting/cleaning up some of the spam in the Penny stock article. I should've realized it would be a target for self-promoters and will try and watch it more frequently.",0
