rating,review
4,"Pure Americana right here! Some of the best soft serve ice cream in all of Pittsburgh! There menu is so vast, you could probably order something different every day of the summer! Personal favorites include South Side Shakes, Arctic Swirls, and the Nancy B's Cookie Sundae (If you don't know about Nancy B's cookies in Homestead, then make sure you add it to your list of delicious places to visit!). Prepare to wait in long lines here, but trust me....it's worth it. Also a cash only establishment....there is an ATM on site for those of us like me who never carry cash!"
4,#OMG €¼€¼€¼ wow blown away on how good this #frenchtoast #Donut was @donutbarlv #Crazy #Good €¼€¼ Younhave to come here if your #Local OR ON VACATION !! Yes if your coming to #Vegas on #vacation you need to make time for this place skip the cafe at your #Casino lol trust me!!!
4,"This great gourmet ice-cream place was a great Cleveland find. I got a scoop of Lavender Honey, Toasted Pistachio, and Fetish Sessions Maple Walnut ice-cream."
3,"I've been wanting to stop in for a while and keep forgetting until last weekend. There is so much to choose from. Prices are not cheap but this is quality, hand made bakery items, not Harris Teeter bakery. I was torn between the lobster tail and a strawberry cream horn. Based on the advice of one of the workers, I went with the lobster tail and regretted it. It was supposed to have whipped cream and pastry cream but all I tasted was whipped cream. It was a little on the bland side and I'm not one for anything super sweet but this was only ok. My husband had the cannoli and it was fantastic. I felt like it had a touch of cinnamon in the filling which is the first that I have had that flavor in cannoli filling and I loved it. Would absolutely buy that again. We will go back but I will skip the lobster tail. There are so many other choices anyway!"
4,"Sweet Republic is seriously amazing. I have high standards for frozen dairy treats, and Sweet Republic is waaayy up there! I was drawn to this place after learning about their unique artisan ice cream flavors: Blue Cheese Honey, Sweet Corn, Real Mint, Maple Pecan ... plus housemade marshmallows - YUM! I was finally able to convince my hubby to make the pilgrimage because they are (incredibly) open until 11pm on Fridays and Saturdays, which makes it the perfect late night date spot :) The shop is supercute, decor is contemporary and cheerful, with unique lighting fixtures. The tables are lined up along a banquette on the side of the restaurant - again, very date friendly! You can cozy up with your significant other while savoring some yummy icecreamy goodness. They have a stack of board games at the back of the restaurant, which I thought was a nice touch as well - how fun to get some delicious icecream while playing Connect Four with a friend? The menu is excellent: from the icecreams themselves to the sundae options and awesome toppings, you really can't go wrong. I went in expecting to order the Campfire S'More Sundae, but made a rogue move at the last moment and switched over to the Pecan Turtle Sundae in a waffle cup... omgoodness, so, so GREAT. Before settling on my sundae, I did get a quick sample of the Plum Verbena icecream and wow - light, refreshing, and unique - definitely a good pick if you're in the mood for a scoop or two. Now, back to the Pecan Turtle Sundae: I've had lots of Turtle Sundaes and this one was just head and shoulders above anything else I've ever tasted. I seriously dreamed about it from the time I left Sweet Republic until the following weekend, when we returned so that I could have it again (and share it with my Grandmother, who is a fellow appreciator of a good frozen treat!) The sundae is topped with hot fudge and salted caramel sauce, fresh whipped cream, and pecans that are toasted/transformed into little nuggets of greatness. The waffle bowl was the crowning glory: sweet, crispy, crunchy and delicious - be sure to get one :) My husband ordered the Cookie Mintifesto and he loved it, although I wasn't a huge fan of the ""real"" mint - I prefer fake mint, I guess :) It was pretty ""brisk"" and not very sweet. My son tried the Honey Blue Cheese on our second visit and was smacking his lips and ""mmm-mmm""ing the whole time. Service was alright - the sundaes take a bit of time to make and when they're busy, the employees seem stressed. I can't recommend Sweet Republic enough as a must-try destination in itself, but it will also become an ""anytime"" place that you'll find yourself headed to every opportunity you have."
4,"My experience at Day & Night Cereal Bar was amazing from start to finish. The staff was super attentive and enthusiastic. The cereal had amazing combos that had complementing flavors. I had the unicorn breath and it was out of this world. So in conclusion, you gotta try this!! Even if you need non-dairy options, they got it too!!"
2,"The donuts here were tasty and very beautiful to look at; however, I think the price is not necessarily justified. It is a nice place to visit, but not for a return trip. As you can see the photos, the case is filled with some pretty cool donuts. The second photo is the Nutella donut, and while it was good it was not filled very full."
1,"I love this place and they have some of the best breads and pastries I've had, especially for the price, but they need to better train their employees to slow down regardless of how busy it is inside! On my most recent visit, the cashier charged my order wrong, including accidentally adding extra items and charging for a more expensive bread than what I got. I was offered either a refund or to grab the extra breads I was charged for. This shouldn't be the way things are done. Because the line was long, I just went and grabbed the extra breads that I didn't want or need as to not hold up the line. So be sure to check your receipt before you leave the store!!"
0,"Let me say I love these cupcakes! It's more about service!!!! Let's just say terrible, especially if u are another race and don't look like a million bucks! Before me I saw plenty of people get great service then they tried to not even help me and we're just plain rude!!!! Never again, poor service especially judging people."
4,Very busy tonight which we love to see for out favorite local Ice cream shop!! Manager did a great job making sure all customers were acknowledged and said sorry for the wait. There appeared to be some new hires who just need more training on the standards but nothing to discourage us from returning. We love your store and will be back soon!
4,I buy their donuts for my clients all the time and they are absolutely amazing. Service is fast and friendly and espresso is delicious!
4,What a great bakery and coffee shop that stays open 24 X 7. Went here for the first time after seeing a show at the Evening Muse. There is a theater next door and the performance had just finished so the place was packed at 11p on a Sunday nite. I had the Creme Broulee which was excellent. They also roast their own coffee beans and the dark roast was exceptionally good. I like that it's so large and has so many tables and great if you have a group of people.
0,"Attitude from the top down, rude manager, rude employees. No greeting, they stare at you. No how can I help you, they stare. You order, they tell you a dollar amount and hand you a receipt. Too bad, Ghirardelli is a top name, a few employees ruin it. Addition to my review, within a short period this same day, I received a message from Ghirardelli Corporate Customer Relations, concerning this. I am grateful that they've demonstrated this is not how Ghirardelli wants to be represented, and that this is an employee issue, and not reflective of their business overall. Ghirardelli is still a top notch brand."
3,Cupcakes here are pretty good. Cake is nice and moist and the icing is not overly sweet. Would definitely come back.
3,"Despite how nice he was, the teenage counter boy totally judged me when I ordered a double scoop right after devouring a cup of triple scoop. Not the best ice cream I've had and a little pricier than most places, but definitely good enough for my afternoon recess time when I just want to indulge in being fat and alone. Get: salted butter caramel, peanut butter chip, lavender, white rose, medjool date Add: toasted marshmallow, bacon brittle bits Try: everything (like I shamelessly did)"
0,"My gf brought me home a box of donuts while she was working. They looked very appealing, looks can be deceiving. They honestly were probably some of the worst donuts I've ever had. They were very dry and super doughy. The donuts at Smiths are wayyyy better than this place. I will deft not be returning."
1,"I am sorry to say it but I was underwhelmed. I saw the story of the advent of Milk Bar on Netflix and was truly inspired and couldn't wait to indulge in Milk Bar's treats. I had the cereal milk soft serve and it was just so-so, needed some sweetness. Also, had the crack pie which was tasty but nothing more than a gooey butter cake, which I am very familiar with. Also had the composite cookie which was also good however, having a warm-fresh out the oven rendition would be far more impactful to my taste buds. All in all, I feel like items are over priced, small in portion, with a taste that is common without a ""kicked up notch"". Wanted to love it so bad. :("
4,"Can't go wrong with the cereal milk soft serve! It is absolutely delicious and I'm salivating as I'm typing this review. The cookies are really good too! I got a dozen of them as gifts and while it is kinda pricey, it is also worth it, imo."
4,"I've always wanted to try the place out, the ice was good. Next time we wanna try the places food out."
4,Great ice cream and location (not too far from downtown Phoenix) Regular ice cream flavors are all good and the four alternating flavors also look delicious (too many to pick a favorite). People working are so friendly and there's plenty of places to sit and eat your ice cream :)
3,"First time at a Sprinkles! Very cute shop. I like the location. The girls working were extremely nice and helpful. Love all the cupcake choices... It made for a very difficult decision. I went with the banana cupcake with vanilla frosting. It was divine! The cake was perfectly moist and not-too-sweet. The icing, although pretty sweet, was not plastered on super thick. It was just right. I would definitely return! So many others to try. $3.75 is a bit steep for a single cupcake but hey, it's VEGAS BABY!"
4,Came here to grab donuts for a friend Everyone was helpful ..:.: looked like a little to much for me but I did taste test a little bit with a friend at work was yummy
4,very very very Yom! I love this place and have always stopped by when in Phoenix. I got a banana and bacon ice cream in between a glazed donut--dangerous. It's a must for me and it should be for you too!
3,"I've been here so many times and only now have the chance to comment: I love this place and it welcomed me to the Queen City, son it's a classic. Park Road location is my fav even though it's getting loud and it smells a lot like bacon in the afternoons. Can't blame the people to stay there for hours though!"
4,"Yum, yum, and more yum! I only enjoyed a cafe mocha and a salted caramel macaron from the Bouchon Bakery. If I didn't exercise self control, that list would be a whole lot longer! The mocha was a true mocha: CHOCOLATE-y with some espresso mixed in. The macaron was heavenly and cooked perfectly -- crispy at the initial bite, then chewy on the inside. I regret not trying more baked goods at the Bouchon Bakery stand during my stay at the Venetian. What I did try was divine!"
4,Salted caramel brownies - the way to anyone's good graces! This 24 hour bakery has savory and sweet French baked goods and you can't go wrong no matter what you order. Lattes even come with a fancy design. Quirky Parisian style - including a locks of love fence add to the fun here.
2,"The hype from the ""Milk"" in LA was what drew me to try Milk bar in the first place, so when I saw it here at Cosmopolitan hotel in Vegas, it made me excited; however, they didn't carry the ice cream macarons which was the reason why I liked the Milk in LA. Oops! My mistake...because the Milk is not the same as the Milk Bar, Duh! lol I did a little research (trusting the yelp reviewers) with their trusty recommendations, so I tried a slice of the birthday cake and a chocolate cookie. Talk about sugar rush...I guess I'm not into the super sweet, super rich and dense type of cake and both the cake and the cookie didn't taste fresh either."
4,"Amelie's is well known for it's excellent atmosphere, fun decor, free wifi and of course their delicious pastries. If you stop in here for lunch, you really do owe it yourself to try the soup. Their flavors rotate, so depending on how often you come in, there should be new ones to try. So it's hard to say which one is the best but the leek soup should not be passed by when it is offered."
3,"Crack Pie over Cereal Milk, hands down.. Seen this place all over ig and the hype of it when they had a pop up in Seattle lol. Anyway, was able to try both samples and both my kiddos and I agreed, crack pie is better. The cereal milk tasted like it sounded.. cereal milk but more milk lol. Crack pie had a different flavor to it. I devoured it so quickly I forgot what it tastes like now lol $1.50 for the crunch topping is absurd so I opted for the sprinkles for $.50. With tax it came out to a little over $7 which is pricey but I guess sometimes you got to splurge on stuff like this."
4,The bakery is open again! They were even giving out free boxes with a few masks. A+ bonus for the free gifts!!!
3,"Picked up 2 dozen donuts this morning to share with family. I have a dairy allergy so I'm always excited to find treats that I can indulge in! Tried the blueberry, strawberry with sprinkles, lemon lavender, Boston Cream, glazed and chocolate with sprinkles. My favorites were the strawberry and chocolate. The ladies who waited on me this morning (mom and daughter) were very friendly. Donuts were good...I probably won't spend $48 on donuts again anytime soon."
2,"Every time I am in Vegas I try and eat at this place however they are always sold out and closed. So I was excited when i saw they were open. I went on a Saturday around 10 am. I ordered 3 donuts. The creme brÃ»lÃ©e donut, Oreo birthday donut, and cheesecake donut with a strawberry like filling . Each were good not great. The sugar crust on the creme brÃ»lÃ©e donut was executed nicely. The filling on the creme brÃ»lÃ©e donut was subtly sweet it felt more of like an eclair texture than a donut. Somehow it seemed like the donuts were not fresh? Which is weird because they always sell out and they had to be made that day. I also ordered a cold brew coffee which was okay. They have other specialty donuts like the huge pop tart donut. And peanut butter jelly donuts . Overall this place is okay. Seems more like a hyped fad- like place. There are many dessert like places in Las Vegas this doesn't stand out from the rest."
4,"I love doughnuts and this spot didn't disappoint! They had a wide variety to chose from and quite a few gourmet options that you just don't see very often. Of course we got more than we could possibly eat in one sitting, but it was so hard to chose. They all looked so delicious! Staff was super friendly and helpful. Easy walking distance from the Fremont St area."
1,"The staff is great, the doughnuts look great, and I got there at 11am...That being said I have read all the hype of this place and purchased two doughnuts...Well...I tried them and tossed them in the garbage...It is not that they are bad they are just not good...I got blueberry and meyer lemon and it had no real lemon flavor. So, one small taste and in the garbage. I tried the Butterfinger and Chocolate and one taste in the garbage. I will try it again to get more of the classic flavors. But, to date, I have tried all the doughnuts in Vegas and there are much better choices I believe."
4,"This place is a Charlotte staple. The salted caramel brownies are amazing! I ask for one every day on my birthday. They also have great breakfast baguette sandwiches and coffees/teas. The decorations here are so unique and fun to look at. It's a great place to work remotely or have a meeting. They also have an event space for bridal showers, baby showers, etc."
2,"My friend wanted to try this place out due to her love for the show (I don't watch it but don't kill me). Waiting wasn't a huge issue, although it was very crammed when we went so I thought ""wow it must be that good."" You are not required to fall in line, you just take a number & wait for it to be called by the workers & they are happy to help you. What was a little annoying was that it was so crammed that everyone's basically standing around in this tiny bakery & we could barely see the other desserts since it was very hard to move. Also, my friend really wanted to come here originally just for cannoli but we didn't see any. When we finally got our number called, my friend ordered a bunch of desserts and the ones I did get to try were the coconut macaroons, the cheesecake, and the napoleon. We did ask if there were any cannolis but he said not today so were a bit disappointed cuz I really wanted a cannoli also! Anyways, after the worker helps you, you are told to wait again to pay. They call your number for that too so again, no waiting in line. Just kinda gotta awkwardly crowd around. Coconut macaroons (3.5/5) - they charge per pound for this. I was a little annoyed that the worker didn't know how much they charged by the pound but know the bakery is pretty new so I cut him some slack. She ordered half a pound which came out to be $11.95. I'm not a huge fan of these macaroons, but I admit they were pretty good. They were drizzled in chocolate which added a nice touch to it. But overall wasn't too impressed. Cheesecake (3.5/5) - I'm guessing these ran about $9 something a piece since her total for two was around $19. Definitely did not taste like it was worth that much. It was topped with a chocolate looking whipped cream and a large dark chocolate covered strawberry. To me it just tasted like cheesecake. I did like the consistency though, it was very smooth. The strawberry tasted way too over-ripe & it didn't complement the dark chocolate in any way. Again, nothing too special about it. Napoleon (3.5/5) - I have had better but this was my favorite out of the three desserts. Nice and flakey yet a little stale but I really love napoleons so I got past that. This cost $6.95 for a slice. The packaging is cute and it's probably what also takes them a while since they are still new. Overall, the desserts weren't horrible it's just that I was wow'd by any of them. I don't think I'll be coming back here just for that bakery but if I happen to be at the Venetian, I'll consider stopping by. Hopefully there will be cannolis!"
4,"Wow!! Amazing desserts. Loved the red velvet cake and smores bar. With that being said, everything looked delicious. I can't wait to come back and try more of their delicious offerings."
3,"Thus far every time we've gone to Donut Bar, we've pre ordered the night before in order to get the donuts we want. I love the CrÃ¨me Brule donut! My husband is a fan of the Butter Beer Donut and anything Chocolate. We tried a couple new ones this time and they weren't that great...i.e. The Apple Fritter (not Apple-y enough), Pumpkin with filling. I thought the Strawberry Split was fabulous though and would certainly get it again. We do the free coffee with Yelp check in each time and we've never liked the coffee. Whether you are a fan of fluffy donuts or cake donuts I'm sure you'll find something to make you go mmmm!"
1,"Meeeeeh! After a tasty and delectable dining experience at Scarpetta I suggested we walk right over to Milk for a post dinner treat. All 10 of us ordered something, you're welcome Milk.... Soft Serve was okay but oddly very salty and I am normally a salty cat. In fact, so were all the cookies we picked up (Double Chocolate and Compost cookies). I bought 2 Blueberry and Cream cookies but gave them away to friends so I couldn't tell you how those were but also didn't get any feedback from those I gave it to. So letdown by Milk and the $80 we spent on Soft Serve and Cookies. $80! Even the girl at the register was a little salty too. I will say that the Fruity Pebbles Soft Serve was the best because it had more dynamic flavor. Otherwise, I'm happy if we never go back. Glad we got to try it though."
4,"This is the cutest little bakery in town. Due to COVID only one person is allowed in the shop at the time. They have a nice variety of baked goods. Sorry I didn't take a picture of it all. But trust me you won't be disappointed. From cakes to all types of pastries, macaroons, and cookies. I finally decided on cookies. They sell by each piece or by the pound. I got a variety of cookies by the pound. They where delicious fresh and full of flavor. I'll be back."
2,"Giving three stars because I am extremely sad and disappointed by my most recent experience. I live in Vegas, my boyfriend and I think Carlo's has THE BEST cannolis ever, but we went to the strip last night with friends who came into town and we seriously hyped up the cannolis for them and the cannolis were horrible. Truly disgusting. We had to all just throw them away. Had we tasted them in store we would have asked what the issue was but we didn't taste them until we got home. There was maybe 1 chocolate chip inside mine and the rest had none, also the cannolis filling had sort of a rotten taste. Maybe it was an off day because they're normally AMAZING. But I'm just sad we all spent $25+ on something we were stoked for and couldn't even eat. I was so disappointed I may have shed a tear.... maybe next time!"
4,"Holy cow kids, this place is the real deal! Delicious homemade ice cream, served from the sweet, customer focused owners in an adorable old bungalow. Why are you not there right now?!? It's certainly hot enough outside! We wanted ice cream and were lucky to find this place. Their thing is an ice cream filled doughnut...which sounds yummy but is a little much for me. Honestly their ice cream was so good you don't need the embellishment. I had the bourbon toffee crunch and the pannacherry...both were excellent. What else can I say, this place is solid and we'll be back! Check it out!"
3,"Cold fudge shake = heaven. Seriously. I think it's my favorite cold dessert of all time. Only give it 4/5 stars because their service is SLOW. I drank an entire medium cup of coffee while waiting in line to get service. And I'm a slow coffee-drinker. The cold fudge shake is so good that it's almost worth the wait, though."
3,"This place was delicious!! I was in town visiting, and a friend took me by here, raving about the pastries. Not only were the pastries delicious, but their sandwiches were good too! I had the chicken salad on a croissant - the croissant was unbelievable. Wasn't stale, wasn't hard - it was just perfect. I'll definitely be back!"
3,"TIP: They have an upstairs and downstairs location! Had to say that first because I waited in line downstairs for like 15 minutes. I was heading to Treasure Island so I took the elevator next to Bouchon and found they had another bakery counter upstairs with no line. Anyways, I love love love their macarons. So far it's a tie between the pistachio and salted caramel. They are a little pricey ($5 each) but they're about 2.5x the size of a normal macaron and they're just amazing. My second favorite thing to get here is a vanilla chai latte, goes perfect with a macaron :D. Coffee prices are comparable to starbucks. Sad to say I actually haven't tried anything else here. I really have only been able to come here while taking a long walk on the strip. Again, sad to say I don't ever stay the Venetian hotel where it would be much more convenient."
3,"This is one of the roomier locations! Cupcakes are always fresh, and their ice cream is served generously! Be prepared to pay a premium for these sweet treats, as they are considered sophisticated. There are also peak time when it's busy, so try to visit mid morning or mid afternoon! Their Red Velvet is amazing, and their Triple Cinnamon is off the charts! Download the sprinkles app so you can see the daily menu of cupcakes. Their menu has every day staples, and rotates other favors daily and monthly! You can even order from the app if you're wanting to place a special occasion order! **Discount Tip** follow Sprinkles on Instagram! They often post Buy On Get One specials! You usually have to whisper a catchy phrase to the store clerk! We love taking advantage of those specials! They post 1-2 BOGO specials a week, on average!"
4,"It is definitely worth trying. We really enjoyed the drinks we got. The Kinoka Mochi Shokupan was alright. But the lattes were creamy, rich, not overly sweet and delicious! Also the powder room was so cute and clean!"
2,"I had the single scoop of Salted Caramel and it was interesting. It tasted like a cinnamon roll and not really at all like Caramel.....my husband had the strawberry guava, it was good kinda like a smoothie but not very creamy. This is not a place I would want to come back to. The aesthetic of the place is very interesting."
2,"Minus 2 stars for the absolutely horrible in store service. We were the only ones in the store and there were at least 4 employees, including the manager Priscilla, who was the absolute worst of the bunch. Right when we began to order, some employee (named Kat?) seemed utterly confused and annoyed that we wanted two separate orders. Is that such a difficult request? After she takes both our orders to the register, she gets confused and asks us if we want to pay together. I said no, and once again, I'm met with a confused look. After a bit of commotion, another employee asks ME what is in the box, and after I tell her I'm not sure, she throws the box back down and proceeds to leave. I'm not asking to be treated like a princess, but if you don't know what's in the box, can't you just open it and check if it's my order or not?! Now I was actually getting annoyed at this point so I asked for the manager. Turns out the woman who was too lazy to check what was in my box WAS the manager. Not sure if I caught them on a bad day or if they were too lazy to work, but thankfully there was one competent employee (blonde haired, tall male named Aaron?) who took the time to apologize for something he didn't even do. I would've just left without any macarons after all that attitude and sass, but since they are soo good, I had to suck it up and stay. Delicious treats, but horrible employees (minus Aaron)."
0,"Maybe the custard is good, but this is the slowest place I have ever been in my entire life. Honestly.....awful!!!!"
4,I love Batch and appreciate their efforts to facilitate online ordering during the pandemic. Can you make it clearer during the ordering process that online orders can be called in for curbside pickup at the moment of pick up? I waited in line outside for 20 minutes just to pick up a cake I'd ordered. I don't think it is clear enough to people that you can call in to have your pre ordered items taken out to you. Thank you.
4,"Oh my gosh! Go here! Eat everything, unbutton your pants, and don't feel bad about it. I went on a Friday around 2:00. There was a wait because they only allow one person in at once, so it took awhile being the third person in line. But once in everyone was masked and ready to help me indulge myself. I got some biscotti, a piece of latte cheesecake, a lobster tail, black and white cookie, and tiramisu. That was one of the best pieces of cheesecake I've ever had. Even my one year old liked it (and he hated the cheesecaje I made him). My husband said the lobster tail was the best pastry he has ever had. The tiramisu is classic and just delicious (baby approves as well). I highly recommend Villani's! Worth the wait!"
4,"Be ready 2 walkout lbs heavier from this place from the samples to your main choice . Their is fair warning from the sign on the wall alerting calorie counters & health junkies to go elsewhere . The Coconut Almond Bliss w Chocolate was my indulgence for the evening. Highly recommended. Like all ice cream stops, the sampling is the most fun, the staff was very helpful to the many of us gathered."
4,My favorite ice cream place in town because the ice cream is so creamy and delicious and peanut butter is a permanent flavor option. The single scoop is a generous portion and I could have been fine with a kid's scoop if I had realized sooner that was an option. Excellent topping choices too and I can't wait to try the pretzel cone when I'm in the mood. I love the seating area out back especially at night. I do avoid coming here on the weekends - I could deal with the long line but parking is just impossible.
4,They have amazing rotating flavors! They serve it with a fortune cookie which is an awesome add on. They also serve donut ice cream which is great for sharing. Check this place out for an awesome late night treat.
4,"I love this place!! I've only tried the macarons so far, but they are sooooo good! bigger than you average macarons and they tasted better than most macarons I've had. I always try to stop by and got some macarons when I'm in vegas. definitely a good place to try!"
4,We ordered a unicorn cake and didn't give Carlo's much to go on. They worked with the ideas we had and they hit it out of the park! The cake turned out beautifully!!! I am completely thrilled with the results and would not hesitate to recommend Carlo's to everyone. The service from start to finish was professional and beyond helpful. Thank you for helping make this a memorable 21st!!!
4,"Get the cookies and cream ""warm gooey cookie"" and then me later. The fruity pebbles milkshake was fire too."
4,"Went around 9pm, service was great, parking was a bit of a chore, but was a great find as I got lost while driving and decided to stop to eat."
4,"Came in on a rainy night and there was no line. It's worth the line though. We had the pumpkin pie and cookies and mint. They were both delicious. Natalie and Miguel helped us decide on flavors to try. They were friendly! Churn is made in house with good stuff. It's not as complicated as some of the other big ice cream places. Churn is local, simple, and so good. Try it!"
4,"I didnt know where I was headed, so I passed the place. I won't forget where it is now. One of the above reviews mentioned unique flavors that push the envelope. I dived right into one myself. Dates and Bleu cheese. What an amazing little treat for a cheese lover like me to find this flavor in an ice cream shop! I did a double take and had to sample it! Eating the ice cream was delicious. You can't really begin to taste the bleu cheese until a few bites into a cup. The sweetness of the dates really compliments cheese. From sweet and creamy right into the aftertase of bleu cheese... wow. If would say that if I was in the area, I would try another flavor, but I am totally hooked on this flavor now."
4,"All the people are friendly and happy to give recommendations and samples!!! They have a lot of different options and they all taste fantastic! I have loved taking GCU students here and seeing my friends, always a go to and always a favorite for families, college kids, adults, elderly... Literally all of them!"
3,"The unique flavors are what made this ice cream special. There were flavors such as rosemary sea salt caramel, Thai tea, and cardamom, and we were able to try as many as we wanted before choosing. All were delicious! I think the flavors change everyday, though, so you can never really know what to expect. It's a small place with outdoor seating, and staff were very friendly. I want to go back in the winter once they've transitioned to a ramen place!"
4,"Oh my goodness. I was blown out of the water by this locations delicious ice cream. I recommend getting their ""trio"" as you can get a taste of a lot off of their large menu. One flavor that stood at to me and is definitely worth trying is the ""Gooey Butter Cake"". The shop is also located in a beautiful part of Charlotte that is perfect for any day out."
2,"I don't understand the hype. They taste mediocre at best. Super bready, if you've ever been to NYC and had Dough Donuts they're reminiscent of those, but still not as good. Dough has a good balance of fluffy, bready and chewy, these are just bready. TBH they kinda taste grocery store esque with more unique flavors (not that grocery store donuts are all that bad...just ""standard"") I've tried a lot of donuts ever since moving to Las Vegas and so far these have been at the bottom of the list...I'd rather wait for the red sign to go on at Krispy Kreme. Again they're not bad, they're cute but not up to the hype that people have been reviewing or talking about. Is it bc they're downtown in the ""cool hipster area?"" I say hit up Glaze at S. Fort Apache in SW"
4,"Macaroons at most bakeries all look enticing... colorful colors and look so delightful. But they're deceiving... most places fall short in reaching perfection... most are dry, lacking in flavor and the filling disappoints. But here is one place that actually does not! Bouchon bakery: Huge macaroons with a costly price tag ($3 each, but to be fair, they are almost 2x the size of a regular one). It is worth it! There is something magical about these macaroons... the filling is the best I've ever had, they burst with flavor and tantalize your taste buds. Tip: located by the escalators on the way to the Venetian guest rooms."
4,Every time I am in Champaign I make sure to make a pit stop! This custard is so yummy and smooth! Amazing flavors and friendly service! Can't wait to be back for more!
4,"Best. Boba. In the area. I moved here from the OC which has the best boba on the west coast, don't @ me. So I searched a whole YEAR to find a decent boba place and I had settled... UNTIL I DISCOVERED REWIND. Their menu is small but everything is soooo good. The drinks are delicious and aesthetically pleasing. They have ice cream too which looks delicious and they have a really cute cereal concept, but I hardly ever veer away from my usual Matcha with Strawberry boba (10/10 recommend) They let you choose your sweetness level too, which is a huge plus. I've tried the Thai Tea, Rose Tea, and Brown Sugar and they're all delicious. The only thing is that they're usually understaffed and getting your drinks takes a while which can suuuuck especially with COVID, but it's still 5 stars for me."
4,"The birthday cake here is life-changing. Wow. Located on the 2nd floor right next to Momofuku and down the hall from Eggslut, the hype around Milk Bar is real and I'm so glad there's a location in LA now. I got to try their cookies when their pop-up came to my work one day so I knew how good their cookies were. The price is a bit hefty but it's probably one of the best slices of cake I've ever had! I love when cakes have good texture, and you can taste all of the toppings inside the cake. The cake comes out a little icy which makes for a delicious slice! If you're looking for a bomb dessert, I wouldn't hesitate to come here!"
4,"The prices were reasonable and the baked goods were delicious. They have a lot of variety in both different breads and sweet treats and the staff, which I'm assuming are the owners, were very pleasant. Willy St. already had some good stops for baked goods but Batch is a very nice addition to the area."
4,I have never been let down. They have the best sweets in Charlotte. I had their cannoli cheesecake a month or so ago and am still dreaming of it.
0,"We arrived at the Ghirardelli store at 10:50pm , only to be greeted by an employee, telling us the store was closed! Why would closing time be advertised as 11:00pm. My husband, two kids and I were disappointed. We were looking forward to a delicious Ghirardelli treat."
3,"What I ate: Babyquake with cereal mill soft serve and crack pie Visit Date: March 2, 2019 First time? Yes. I asked the cashier if I could have the cereal milk soft serve with crack pie on top. He suggested I get a Babyquake which has crack pie blended into the soft serve and then it's topped with more crack pie pieces. It was a great suggestion! It was my first time trying both and I was pleasantly surprised. After watching Christina Tosi's Netflix special I was thinking her creations would be overly sweet, but they weren't! The soft serve was just slightly sweet, just like cereal milk (er, sugary cereal cereal milk). The crack pie had the texture of lemon bars, and the comforting feels of pumpkin pie. It was sweet, but paired well with the soft serve. I bought the corn and blueberry creamcheese cookies to take home. To be honest, I was also scared of the corn cookie, but it was so delightful and not too corny or sweet. Now I want to go to New York to visit the original location and take a workshop!"
4,"Hands down, literally the best ice cream in all of the Phoenix East Valley. They have a great selection of flavors, some more unique than others, but their staff is always accommodating when you'd like to sample. You can really taste the quality in their ice cream, which I love. My favorites are their almond butter crunch, lavender honey, earl grey and their green tea. What really sold me, was their waffle cones! Made fresh on site, and they aren't like your typical ice cream shop waffle cones. They're a lot more lighter and crisp. I visit so often and I wished they did punch cards.. Also love that Sweet Republic is carried at my local Whole Foods store, which is a bonus!"
3,"I will honestly never get Cleveland's obsession with Mitchell's. I would say Graeter's and so many other ice creams are much better. It just is mind boggling to me why everyone acts like this ice cream is amazing. All other locations of Mitchell's for me are a solid 3 stars because the ice cream is average. Nothing to write home about; also not terrible. I REALLY do not like their chocolate or vanilla ice creams and when you can't get those right, it's hard to make a fan out of me. However, I've recently tried the shakes and I got a Peanut Butter one at this location and I enjoyed it. However, I hate that they only have one size of a milkshake. It ends up wasting money and food when you only offer one size, which would be most other place's medium or large. It's just too much and I can't even imagine how many calories are in that thing. Yikes! This location gets a 4 star review from me because it is the flagship location and is a cool place to take out-of-towners after a bite to eat or drinks in Ohio City. So all told, ice cream is a solid 3/average. This location is fun though and has good, efficient service."
4,"Great little place, amazing service and even better Halo Halo. I wanted to go back the next day.... THAT'S how good it is!"
3,"Great place for cannolis, stromboli, and coffee. Don't order the iced cappuccino. Takes too long to make, just get a latte."
4,Just delicious! The giant cinnamon rolls are my favorite along with the maple donuts! Yum!
4,One of the best ice-creams Ive ever had. They have great-tasting ice-cream with amazing quality. This location is also great. I used to go here almost every other weekend on the way to Farmer's Market during summer. It's also a great spot to bring out of towners because they also have some gifts and souvenirs as well.
4,When I tell you this is The BEST homemade ice cream I am not lying l!! They have over 25 different flavors. The brownie sundae and Apple pie a la mode is deeeeelicious!!! And every Tuesday is $2 for a single scoop but it's so huge it's like a double!! Go here NOW!!!!
4,"Hanging at Third Space and saw the most amazing looking ice cream donut sandwich - just had to check it out! Sampled tons of the flavors and all were so good I couldn't decide which. I went with the bourbon, maple and toffee flavor and my boyfriend got the donut sandwich with the Fat Elvis. So basically a donut cut in half with some amazing ice cream filling. The Fat Elvis was smoky bacon, caramelized banana and like peanut butter ice cream! Wow!!"
2,"Cracked pie 'butter' be good! I must say it is delcious. Im every bite, you can taste a hint of salty-buttery pie! I love the oat crust; it has a hint of sweetness to it. This pie is on crack, one slice will satisfy your imagination."
